task,label,seed,method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,feature_kind
small_pendulum_rich,Small,20261101,BE,-1,8,0.0008881197047767365,0.10759183339495446,0.0907064880633797,0.0027304579998599365,
small_pendulum_rich,Small,20261101,Gen2,2,8,0.016154199299977464,0.09917688809736175,0.0744388872800435,0.004645125000024564,
small_pendulum_rich,Small,20261101,MBLinear,-1,2,0.12044748299709511,0.8176113175978622,0.38478700403536453,0.010536624999986088,linear
small_pendulum_rich,Small,20261102,BE,-1,8,0.0010866900798503804,0.11191858521574893,0.08920539908953942,0.003006916999765963,
small_pendulum_rich,Small,20261102,Gen2,2,8,0.01947080536641344,0.10312866763057062,0.07822345795862731,0.006419249999908061,
small_pendulum_rich,Small,20261102,MBLinear,-1,4,0.10120009008052973,0.816692896995292,0.3892240414134675,0.017831749999913882,linear
small_pendulum_rich,Small,20261103,BE,-1,8,0.0010888646205434102,0.08656761929821316,0.0762440682645477,0.0025186670000039157,
small_pendulum_rich,Small,20261103,Gen2,2,8,0.019103329454487457,0.07463430095389667,0.06559289206714826,0.005334124999990308,
small_pendulum_rich,Small,20261103,MBLinear,-1,1,0.11083709966570658,0.5993785867855841,0.30365931264559815,0.0061742920001961465,linear
small_pendulum_rich,Small,20261104,BE,-1,8,0.0008543234909301498,0.11285013110182131,0.08472540469942541,0.0020359579998512345,
small_pendulum_rich,Small,20261104,Gen2,2,8,0.015335213167683283,0.10395703203371355,0.07190526492400126,0.005128292000335932,
small_pendulum_rich,Small,20261104,MBLinear,-1,1,0.11272696624753466,0.8364516786235653,0.38756481364097417,0.007834582999748818,linear
small_pendulum_rich,Small,20261105,BE,-1,8,0.0008794830256116803,0.10032036904699079,0.06969123755896942,0.0037601670001095044,
small_pendulum_rich,Small,20261105,Gen2,2,8,0.01447875951890371,0.09315622192076306,0.05879491371040687,0.004919041999983165,
small_pendulum_rich,Small,20261105,MBLinear,-1,0,0.11083668033294804,0.7797221837558368,0.340052179657113,0.004890125000201806,linear
small_pendulum_rich,Small,20261106,BE,-1,8,0.0014967457046022974,0.12517439736177133,0.08110712204245407,0.0025908330003403535,
small_pendulum_rich,Small,20261106,Gen2,2,8,0.026395751443234614,0.12942539001210066,0.07177561975215553,0.004399582999667473,
small_pendulum_rich,Small,20261106,MBLinear,-1,1,0.11344512961081098,0.8440048004638111,0.3658869591325054,0.0074668749998636486,linear
small_pendulum_rich,Small,20261107,BE,-1,8,0.001165225183105997,0.09444952837235349,0.07657525773669177,0.0027080840000053286,
small_pendulum_rich,Small,20261107,Gen2,2,8,0.020387049978748316,0.08506811034617999,0.06342503810373834,0.004746457999772247,
small_pendulum_rich,Small,20261107,MBLinear,-1,2,0.11198797266365745,0.6784685959457654,0.31680187738164817,0.012000582999917242,linear
small_pendulum_rich,Small,20261108,BE,-1,8,0.0014109705131152377,0.10659358608421263,0.08302017220449384,0.0028307910001785785,
small_pendulum_rich,Small,20261108,Gen2,2,8,0.026832058979377005,0.09292605626279565,0.06924058164043778,0.005369417000110843,
small_pendulum_rich,Small,20261108,MBLinear,-1,1,0.1139351320554183,0.7382006729426368,0.35290987201153173,0.006478166999841051,linear
small_pendulum_rich,Small,20261109,BE,-1,8,0.0012203918367720108,0.09461400568177626,0.07233360418577564,0.0019665830000121787,
small_pendulum_rich,Small,20261109,Gen2,2,8,0.020686706853177254,0.09403392771622507,0.061699008883547374,0.00413662499977363,
small_pendulum_rich,Small,20261109,MBLinear,-1,2,0.10615558071496893,0.8123072064595477,0.36198588421657557,0.013025082999774895,linear
small_pendulum_rich,Small,20261110,BE,-1,8,0.0013882698909610024,0.10244098916015429,0.08002169162504257,0.0028879999999844586,
small_pendulum_rich,Small,20261110,Gen2,2,8,0.02497893149609511,0.09414101481842468,0.06981867196860161,0.0063441669999519945,
small_pendulum_rich,Small,20261110,MBLinear,-1,4,0.11024583909606087,0.8278844598842008,0.38269143521596827,0.015852084000016475,linear
small_pendulum_rich,Small,20261111,BE,-1,8,0.001817776394592001,0.10507146609703566,0.07510940461289287,0.002201582999987295,
small_pendulum_rich,Small,20261111,Gen2,2,8,0.031657417291588746,0.09792040894920459,0.06725781207145501,0.00618487500014453,
small_pendulum_rich,Small,20261111,MBLinear,-1,2,0.11813339287312033,0.7783019812602221,0.35706229209847085,0.013061209000170493,linear
small_pendulum_rich,Small,20261112,BE,-1,8,0.0008758677106522834,0.12909938248992475,0.09215085950155633,0.002527457999804028,
small_pendulum_rich,Small,20261112,Gen2,2,8,0.01578920729216214,0.13595364146618377,0.08799129775603445,0.004123916000025929,
small_pendulum_rich,Small,20261112,MBLinear,-1,2,0.09731198378692214,1.0116163490205097,0.4688530125874597,0.011605166999743233,linear
small_pendulum_rich,Small,20261113,BE,-1,8,0.001055886596154451,0.0904322299847811,0.08433750672512368,0.0024985000000015134,
small_pendulum_rich,Small,20261113,Gen2,2,8,0.018818786501374456,0.07819841682677604,0.06949457775582257,0.005281791000015801,
small_pendulum_rich,Small,20261113,MBLinear,-1,1,0.12155321881370126,0.6973683744755196,0.3340520097636162,0.006220917000064219,linear
small_pendulum_rich,Small,20261114,BE,-1,8,0.0009492993887427522,0.10652602018464599,0.07670047935133076,0.0031451249997189734,
small_pendulum_rich,Small,20261114,Gen2,2,8,0.016101048527964578,0.10193820519549186,0.0667876615577678,0.004723625000224274,
small_pendulum_rich,Small,20261114,MBLinear,-1,1,0.11143136919955947,0.8410089309268034,0.37245750741503797,0.008330041999670357,linear
small_pendulum_rich,Small,20261115,BE,-1,8,0.0012481011267490047,0.12257396966835699,0.08329873362850215,0.0019851669999297883,
small_pendulum_rich,Small,20261115,Gen2,2,8,0.02077713962554073,0.12597560777012026,0.07782718354476122,0.005674208000073122,
small_pendulum_rich,Small,20261115,MBLinear,-1,4,0.09206828546394732,0.9692640888383033,0.43343578078296796,0.01843262499960474,linear
small_pendulum_rich,Small,20261116,BE,-1,8,0.0012807646343524477,0.10591029434823351,0.07991289143064798,0.0028553330002978328,
small_pendulum_rich,Small,20261116,Gen2,2,8,0.022753229406770267,0.09658097421282069,0.06885565799306163,0.004707874999894557,
small_pendulum_rich,Small,20261116,MBLinear,-1,4,0.10783835381216564,0.7613746826110377,0.34422314170179186,0.018991292000009707,linear
small_pendulum_rich,Small,20261117,BE,-1,8,0.0011752070498128881,0.07862682185410477,0.07915528332645155,0.002348542000163434,
small_pendulum_rich,Small,20261117,Gen2,2,8,0.02108948419145669,0.07215512154507536,0.06751049249444724,0.004837666000184981,
small_pendulum_rich,Small,20261117,MBLinear,-1,2,0.10784415431966066,0.5888631571005031,0.30778822145689577,0.012284040999929857,linear
small_pendulum_rich,Small,20261118,BE,-1,8,0.0011475921376494379,0.09293411214554761,0.07440447070683474,0.0034953340000356548,
small_pendulum_rich,Small,20261118,Gen2,2,8,0.020577643983711678,0.08819709856902919,0.06262265362163132,0.005301041000166151,
small_pendulum_rich,Small,20261118,MBLinear,-1,1,0.11989011688505725,0.7062166310502476,0.32515550028949364,0.007589207999899372,linear
small_pendulum_rich,Small,20261119,BE,-1,8,0.0016816220657139569,0.11277528441380956,0.08260097040991034,0.0028295000001890003,
small_pendulum_rich,Small,20261119,Gen2,2,8,0.029036688458732078,0.09973896967459374,0.07147235146240402,0.004445291999672918,
small_pendulum_rich,Small,20261119,MBLinear,-1,2,0.11598944652419374,0.7961527750713749,0.372357570478808,0.0104292500000156,linear
small_pendulum_rich,Small,20261120,BE,-1,8,0.001213930319706216,0.10604861178337759,0.07959361086126895,0.0022849160000077973,
small_pendulum_rich,Small,20261120,Gen2,2,8,0.02112277356942724,0.09796847935537943,0.06604706365065324,0.004605084000104398,
small_pendulum_rich,Small,20261120,MBLinear,-1,1,0.13031589025288057,0.8115004049498202,0.3605452284280863,0.00789029199995639,linear
small_pendulum_rich,Small,20261121,BE,-1,8,0.0017135727190830108,0.08750245794694358,0.07059946460621512,0.002472457999829203,
small_pendulum_rich,Small,20261121,Gen2,2,8,0.03173244698609695,0.08684227261936871,0.06251865511972743,0.005762582999977894,
small_pendulum_rich,Small,20261121,MBLinear,-1,0,0.09842585344286883,0.6404799953430219,0.314195896590601,0.005011624999951891,linear
small_pendulum_rich,Small,20261122,BE,-1,8,0.000800335233371608,0.0931145478412663,0.07436061083639382,0.003567499999917345,
small_pendulum_rich,Small,20261122,Gen2,2,8,0.014611926524989329,0.08517759538115637,0.06190063855302768,0.005980333000024984,
small_pendulum_rich,Small,20261122,MBLinear,-1,4,0.12348105254297995,0.6873742353774667,0.31282386001213547,0.021752500000275177,linear
small_pendulum_rich,Small,20261123,BE,-1,8,0.0017229680331508795,0.1134880141028028,0.08120818951529517,0.002587333000064973,
small_pendulum_rich,Small,20261123,Gen2,2,8,0.029640864627528466,0.12272258968937771,0.07543353364783016,0.005281125000237807,
small_pendulum_rich,Small,20261123,MBLinear,-1,1,0.12012253597089124,0.9285197967249836,0.4171101802175256,0.008403124999858846,linear
small_pendulum_rich,Small,20261124,BE,-1,8,0.0008161909858555085,0.13415788055777916,0.0777667082557518,0.0027832499999931315,
small_pendulum_rich,Small,20261124,Gen2,2,8,0.014940605400784714,0.13579360593768955,0.06947473395777888,0.00575116700019862,
small_pendulum_rich,Small,20261124,MBLinear,-1,0,0.10274302378304383,0.9595545074433036,0.3975351263792885,0.003667833000235987,linear
