task,task_label,seed,mismatch_type,mismatch_level,mismatch_metric,method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec
small_pendulum_rich,Small,18,gain,0.05,0.21538547118790166,Gen2,2,8,0.015865576429816963,0.08849324090823273,0.0629398942354677,0.004932959011057392
small_pendulum_rich,Small,18,gain,0.05,0.21538547118790166,CTTDProxy,-1,8,0.01377081107706433,0.08989257692059217,0.053739489964226096,0.0024689159909030423
small_pendulum_rich,Small,19,gain,0.05,0.21404599564265675,BE,-1,8,0.002138262000174553,0.11648433355416228,0.0741414395200315,0.0023965840082382783
small_pendulum_rich,Small,19,gain,0.05,0.21404599564265675,Gen2,2,8,0.037320269483459796,0.11529925775096385,0.06827003434060078,0.0048129170027095824
small_pendulum_rich,Small,19,gain,0.05,0.21404599564265675,CTTDProxy,-1,8,0.037424965511195715,0.08933617565647134,0.05949012562692034,0.002416167000774294
small_pendulum_rich,Small,0,gain,0.1,0.2374871989752367,BE,-1,8,0.0014189386579227356,0.12406172136965757,0.08821502525785142,0.002429874992230907
small_pendulum_rich,Small,0,gain,0.1,0.2374871989752367,Gen2,2,8,0.02463754651454567,0.12829043929925005,0.08368832910868088,0.004663041996536776
small_pendulum_rich,Small,0,gain,0.1,0.2374871989752367,CTTDProxy,-1,8,0.02496298604955655,0.09940517749071509,0.06503926989047569,0.0030895000090822577
small_pendulum_rich,Small,1,gain,0.1,0.24073581801350724,BE,-1,8,0.0012085913545977543,0.10928164810571403,0.07991775888081325,0.002314583005500026
small_pendulum_rich,Small,1,gain,0.1,0.24073581801350724,Gen2,2,8,0.021010858718967764,0.11414170879081743,0.07637550723354293,0.006977083001402207
small_pendulum_rich,Small,1,gain,0.1,0.24073581801350724,CTTDProxy,-1,8,0.019424748746498775,0.04847356173436485,0.04510654474558361,0.0031980420026229694
small_pendulum_rich,Small,2,gain,0.1,0.24150376566570017,BE,-1,8,0.0012573388098269533,0.16848498730394046,0.09278571231457039,0.0023594999947817996
small_pendulum_rich,Small,2,gain,0.1,0.24150376566570017,Gen2,2,8,0.021931841695037833,0.184176512375921,0.09476485055091968,0.005748416995629668
small_pendulum_rich,Small,2,gain,0.1,0.24150376566570017,CTTDProxy,-1,8,0.02019692956256195,0.09056500861146279,0.056404425244108734,0.002448875005939044
small_pendulum_rich,Small,3,gain,0.1,0.2399168517031834,BE,-1,8,0.001492652803278928,0.12875533695742167,0.08519314382568198,0.0029153749928809702
small_pendulum_rich,Small,3,gain,0.1,0.2399168517031834,Gen2,2,8,0.02737550815824992,0.1349137585308302,0.081967198377634,0.004390208006952889
small_pendulum_rich,Small,3,gain,0.1,0.2399168517031834,CTTDProxy,-1,8,0.02533705699428142,0.11689954303436262,0.06584360027804527,0.002401999998255633
small_pendulum_rich,Small,4,gain,0.1,0.24080047342214225,BE,-1,8,0.0017101130068022552,0.20387152367343844,0.1075100511489551,0.0023857920023147017
small_pendulum_rich,Small,4,gain,0.1,0.24080047342214225,Gen2,2,8,0.028290499025381353,0.2187342206620984,0.10999601003010351,0.004678415993112139
