task,label,seed,method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,gain_bias,family,dt,horizon_steps
small_pendulum_rich,Small,20262029,BE,-1,8,0.0009251645614563064,0.22951192964378878,0.1304395149966507,0.005664082999828679,0.0,Small,0.02,168
small_pendulum_rich,Small,20262029,Gen1,1,8,0.04191806318572676,0.2950790177288534,0.15487081496211424,0.011495875000036904,0.0,Small,0.02,168
small_pendulum_rich,Small,20262029,Gen2,2,8,0.04816242584906692,0.2297803675479706,0.1203806502707522,0.012811499999770604,0.0,Small,0.02,168
small_pendulum_rich,Small,20262029,Gen3,3,8,0.04912542006085132,0.23717471022921896,0.12529644088127556,0.015640917000382615,0.0,Small,0.02,168
small_pendulum_rich,Small,20262030,BE,-1,8,0.0006809876791049756,0.1209722299082279,0.09254552187533141,0.006819540999913443,0.0,Small,0.02,168
small_pendulum_rich,Small,20262030,Gen1,1,8,0.03212756275552192,0.16969920129378505,0.09745085465197408,0.015345124999839754,0.0,Small,0.02,168
small_pendulum_rich,Small,20262030,Gen2,2,8,0.0347032487345161,0.10956444603032732,0.07898828955368033,0.015062666999710927,0.0,Small,0.02,168
small_pendulum_rich,Small,20262030,Gen3,3,8,0.03606967892316227,0.11607112955768033,0.08407355700260309,0.016796792000150162,0.0,Small,0.02,168
small_pendulum_rich,Small,20262031,BE,-1,8,0.0006970131212760322,0.18982537850542855,0.12721695581863235,0.007789917000081914,0.0,Small,0.02,168
small_pendulum_rich,Small,20262031,Gen1,1,8,0.02982291544479355,0.3112396469905039,0.16745066035317843,0.01805529099965497,0.0,Small,0.02,168
small_pendulum_rich,Small,20262031,Gen2,2,8,0.03599409577642039,0.1761433833108595,0.11235749393688094,0.013069584000277246,0.0,Small,0.02,168
small_pendulum_rich,Small,20262031,Gen3,3,8,0.03715274748407599,0.18410586090258507,0.11754714556211844,0.014433458999974391,0.0,Small,0.02,168
medium_cartpole_like_quadratic,Medium,20263120,BE,-1,8,0.0029015124574911996,0.1459074822263596,0.09626274736602679,0.0011592079999900307,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263120,Gen1,1,8,0.018353808348385608,0.12908159917708342,0.08265611805429815,0.002252084000247123,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263120,Gen2,2,8,0.0192740781717321,0.09785455941962762,0.06823540399156965,0.002308208000158629,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263120,Gen3,3,8,0.01974271339732759,0.09793705445726789,0.06910355952305816,0.0023357089999080927,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263121,BE,-1,8,0.0018344153462036149,0.14272357401987706,0.09084856891784647,0.001123292000102083,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263121,Gen1,1,8,0.015182770566528146,0.12557572105725723,0.08280247622072227,0.0023248340003192425,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263121,Gen2,2,8,0.017464056338406614,0.09167327592266376,0.06575006898692015,0.0030643750001217995,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263121,Gen3,3,8,0.018811158115510842,0.09190863691191561,0.067007745456965,0.0032778749996396073,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263122,BE,-1,8,0.001489012040865796,0.13826713206472246,0.09572471549258461,0.0012424169999576407,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263122,Gen1,1,8,0.00853852385779147,0.12201221760751288,0.07830996700679382,0.002295042000241665,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263122,Gen2,2,8,0.01055767628588766,0.07863139575519185,0.06576340553238114,0.0022841249997327395,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263122,Gen3,3,8,0.012035693896007095,0.07956592488599742,0.06776489121065724,0.002220374999978958,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263123,BE,-1,8,0.0013257708713187162,0.14451642096109954,0.09224623066351034,0.0011207499996999104,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263123,Gen1,1,8,0.009098102870789198,0.08762444296813797,0.06838832315051639,0.0027644580000014685,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263123,Gen2,2,8,0.01042435281861305,0.11882231282894005,0.07121974542784655,0.002244375000373111,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263123,Gen3,3,8,0.011977754014405541,0.13645752555353577,0.07737349775443515,0.00278787499973987,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263124,BE,-1,8,0.0011997614322292213,0.13048042563978657,0.08903907683446995,0.0014186250000420841,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263124,Gen1,1,8,0.009195503375288407,0.11364268113612468,0.07337397427439542,0.0027114170002278115,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263124,Gen2,2,8,0.010738604744994421,0.08719494811360734,0.06079956665716513,0.0016829170003802574,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263124,Gen3,3,8,0.009955910582427507,0.09831528048938044,0.0649671742242827,0.0028039170001648017,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263125,BE,-1,8,0.0018513032610000966,0.13799193180442182,0.09633817988818587,0.001098124999771244,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263125,Gen1,1,8,0.011023686529023118,0.11080229016649416,0.07623865722354509,0.002891666999857989,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263125,Gen2,2,8,0.01211462151152398,0.10910724619017254,0.0700875663021615,0.002479208999830007,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263125,Gen3,3,8,0.012783133113592608,0.1247100134157534,0.07586273399153566,0.0022228749999158026,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263126,BE,-1,8,0.001535630345217431,0.12790385241641283,0.09135745088539463,0.0016889170001377352,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263126,Gen1,1,8,0.01328773933749759,0.1133379153750577,0.07372527362380482,0.0023076659999787807,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263126,Gen2,2,8,0.013382298039782128,0.08252246384825482,0.06464105722750202,0.0022895830002198636,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263126,Gen3,3,8,0.013719111329697893,0.08514375920661381,0.06744669453189153,0.002192707999711274,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263127,BE,-1,8,0.00285647215209105,0.1302698060501645,0.1061451030369302,0.0017262500000470027,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263127,Gen1,1,8,0.025617591159602437,0.1139303522027454,0.09305553084582206,0.003183540999998513,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263127,Gen2,2,8,0.02577192731773342,0.0815890093062701,0.08069966565547643,0.0027076249998572166,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263127,Gen3,3,8,0.025020170857996182,0.07916955055960566,0.08295272961083641,0.0022514580000461137,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263128,BE,-1,8,0.0025522833211455765,0.1369475175288635,0.08992185465502063,0.001698582999779319,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263128,Gen1,1,8,0.021171016435127844,0.12387006799393069,0.08595831628969877,0.002706166999814741,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263128,Gen2,2,8,0.023668726379330467,0.08382509686449947,0.06377552936250067,0.0023141249998843705,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263128,Gen3,3,8,0.025176023717682374,0.08345951737273334,0.06489222619816808,0.002194208999753755,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263129,BE,-1,8,0.0018926141074386367,0.117147407934075,0.08761350020573129,0.0012160419996689598,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263129,Gen1,1,8,0.013842800238913934,0.10894349479782747,0.07806966561106282,0.0023023749999993015,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263129,Gen2,2,8,0.014806101610085718,0.07595439751658696,0.061288300663401386,0.002304417000232206,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263129,Gen3,3,8,0.015492455611890475,0.07575823893498061,0.06349588110621344,0.0021979590001137694,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263130,BE,-1,8,0.0015986362582814234,0.13214899044241848,0.09622641026381,0.001309208000293438,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263130,Gen1,1,8,0.0136365986214245,0.10111745198167824,0.07380853063243402,0.0026192089999312884,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263130,Gen2,2,8,0.015040197331610449,0.0899472545096962,0.06626964100526442,0.002283083000293118,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263130,Gen3,3,8,0.01602891074153345,0.09291082874080385,0.06873695236047753,0.0023070419997566205,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263131,BE,-1,8,0.0018708856097062465,0.12404422466843813,0.08511514944902586,0.0011127910001960117,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263131,Gen1,1,8,0.013483224949157121,0.10931538240546797,0.07423614346992474,0.0018418750000819273,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263131,Gen2,2,8,0.015168005016130519,0.09720116755873788,0.06566885831546096,0.00222695799993744,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263131,Gen3,3,8,0.016106609342672655,0.0999606931691173,0.0679652103480462,0.0031995419999475416,0.0,Medium,0.12,28
medium_cartpole_like_quadratic,Medium,20263080,BE,-1,8,0.001584305568229184,0.15246976784253224,0.10086774461931552,0.002044500000010885,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263080,Gen1,1,8,0.015303307952427937,0.111688320206822,0.06956781088205947,0.004660042000068643,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263080,Gen2,2,8,0.016612327532710646,0.08684621446366923,0.06165558278000224,0.003441916999690875,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263080,Gen3,3,8,0.016471692107057255,0.0925239519158411,0.06517258095334608,0.004095082999810984,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263081,BE,-1,8,0.0017066762390463444,0.11047349950317409,0.10092475248861611,0.0026332500001444714,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263081,Gen1,1,8,0.015636588878288903,0.07518944918882156,0.06623683751466214,0.003631791999850975,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263081,Gen2,2,8,0.016750147550612722,0.06656681023455661,0.06082594303392916,0.003906291000021156,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263081,Gen3,3,8,0.017409069261122297,0.07150308087077825,0.06481241971419047,0.003364125000189233,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263082,BE,-1,8,0.0011068004953152268,0.14348742270130493,0.09232860164591497,0.0019727919998331345,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263082,Gen1,1,8,0.012374078856866932,0.08855839853904753,0.05871879509653033,0.003267125000093074,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263082,Gen2,2,8,0.013173679308074945,0.08585417121409371,0.05670442290219695,0.003600790999826131,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263082,Gen3,3,8,0.013270620864026347,0.09249383638954015,0.06050244352396925,0.0034682499999689753,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263083,BE,-1,8,0.0016222032496574122,0.159936338078875,0.09619935858135421,0.0020234999997228442,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263083,Gen1,1,8,0.01800316119492177,0.09895494222534786,0.06264652488719927,0.004085500000201137,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263083,Gen2,2,8,0.018861408554878473,0.08825316741509072,0.05718538789056416,0.004019625000182714,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263083,Gen3,3,8,0.01948924768565462,0.09193252537241343,0.060557346766002725,0.0034945420002259198,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263084,BE,-1,8,0.0011575251873875319,0.1272084189934616,0.1182238805902595,0.001655999999911728,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263084,Gen1,1,8,0.012307355687104468,0.10571174472412846,0.07162318157613526,0.003505457999835926,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263084,Gen2,2,8,0.013914490301287481,0.07239586687694381,0.0690306691478755,0.003940375000183849,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263084,Gen3,3,8,0.014493048314589835,0.07341018769004547,0.0747310893766298,0.0042262919996574055,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263085,BE,-1,8,0.0018420207976028301,0.13273375450149452,0.11129573552189213,0.0016420420001850289,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263085,Gen1,1,8,0.016369860870112173,0.08017900892473756,0.06653029497834258,0.004184166999948502,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263085,Gen2,2,8,0.01763908908830185,0.07155076947839045,0.06112761838883813,0.004588458999933209,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263085,Gen3,3,8,0.018374975862476307,0.07729774254721292,0.06529654668537106,0.004079541999999492,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263086,BE,-1,8,0.0010671888761838691,0.22197316598504008,0.13337122201357074,0.0023045000002639426,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263086,Gen1,1,8,0.012963034123366987,0.14797233372782548,0.09033591554493871,0.0036475420001806924,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263086,Gen2,2,8,0.013280297960144082,0.14109125254143523,0.08101352174369435,0.00396041600015451,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263086,Gen3,3,8,0.01382666773861722,0.1490160967921732,0.08563001786612046,0.004442082999958075,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263087,BE,-1,8,0.0016949930958952513,0.21327262876116337,0.14454678180278613,0.0017627919996812125,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263087,Gen1,1,8,0.015973153153861688,0.1422360780157239,0.08346075147734917,0.003419499999836262,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263087,Gen2,2,8,0.01643575541080473,0.11346583287504051,0.07784414879543126,0.0041925419996005076,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263087,Gen3,3,8,0.016581824735006478,0.12321012108416778,0.08428537390721781,0.004682541999954992,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263088,BE,-1,8,0.0011714126733144924,0.1815248860414499,0.09785159210042033,0.002380834000177856,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263088,Gen1,1,8,0.01237883933604377,0.15315672458726096,0.07863185732322359,0.004641166000055819,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263088,Gen2,2,8,0.013256945986115761,0.15147122421183176,0.07494580258066001,0.0042096659999515396,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263088,Gen3,3,8,0.013974703017305329,0.16102720534501772,0.079202210971059,0.0035690839999915625,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263089,BE,-1,8,0.0011444886373516104,0.12899849673766914,0.11294667657753668,0.001900917000057234,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263089,Gen1,1,8,0.009947978852012639,0.09759774117960121,0.0705914517947653,0.003437415999997029,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263089,Gen2,2,8,0.011809808372858464,0.08779724951123198,0.0706976346372209,0.0032962079999379057,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263089,Gen3,3,8,0.01296849988525917,0.09388141906561434,0.07499174611765103,0.004130541999984416,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263090,BE,-1,8,0.001929409784887065,0.11580731896430291,0.08771834653861806,0.001713165999717603,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263090,Gen1,1,8,0.021006358467985525,0.06990112595372455,0.05528747003767449,0.0033751249998204003,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263090,Gen2,2,8,0.021857072380032296,0.07553488502495975,0.05442034087458231,0.003653917000065121,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263090,Gen3,3,8,0.02181385828249949,0.07967159155184411,0.05786965916101503,0.003653457999917009,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263091,BE,-1,8,0.0019384733451703758,0.1469845995982727,0.11456389893083366,0.0017808329998842964,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263091,Gen1,1,8,0.021493833561771154,0.10223640944129557,0.07045440725520911,0.004492666000260215,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263091,Gen2,2,8,0.02334377229557933,0.08079050465764973,0.06482956608940882,0.0038705420001861057,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263091,Gen3,3,8,0.023674293052277688,0.08448538962308615,0.06988872777973659,0.003375624999989668,0.0,Medium,0.08,42
medium_cartpole_like_quadratic,Medium,20263040,BE,-1,8,0.0009554907187234082,0.30332114590137077,0.18003078915497198,0.0032681249999768625,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263040,Gen1,1,8,0.019593456469235476,0.16853113904580408,0.09028945121439617,0.00852579100001094,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263040,Gen2,2,8,0.019924458909446045,0.16013007274761523,0.0859724211745462,0.00846437500013053,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263040,Gen3,3,8,0.019887516378136398,0.1750827063805161,0.09478619011166883,0.00702499999988504,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263041,BE,-1,8,0.0009009349858215074,0.3040240407022334,0.17179186845927716,0.0038461250001091685,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263041,Gen1,1,8,0.01981695043032718,0.12612983896047575,0.07342586067038025,0.008106833000056213,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263041,Gen2,2,8,0.02043637849198514,0.1417254067990784,0.07937466843985319,0.008188166999843816,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263041,Gen3,3,8,0.020344724719764593,0.15769498686669764,0.08783238727051904,0.006733959000030154,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263042,BE,-1,8,0.001296972054731104,0.26191187337851846,0.17566752648871048,0.0038630419999208243,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263042,Gen1,1,8,0.021557856428717277,0.108340724720443,0.07010423040613255,0.008550000000013824,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263042,Gen2,2,8,0.023051620822379142,0.12226719887526906,0.0798685283891715,0.008209332999740582,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263042,Gen3,3,8,0.023624675929408877,0.1360424444486687,0.08911174474665488,0.00686491600026784,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263043,BE,-1,8,0.001485391467195999,0.20257957323112796,0.15583109222218505,0.003019583999957831,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263043,Gen1,1,8,0.024929103376992078,0.09611130772439302,0.0629909101707159,0.007772750000185624,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263043,Gen2,2,8,0.02583189210096674,0.10800422172599078,0.07105431311835735,0.007523750000018481,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263043,Gen3,3,8,0.025970065490532438,0.11978033762585827,0.07896044234209963,0.0082877089998874,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263044,BE,-1,8,0.0013578207965264414,0.3253047198944963,0.17824819441979917,0.0036632910000662378,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263044,Gen1,1,8,0.022666515314875048,0.14433767003730055,0.07634962360085769,0.00747091699986413,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263044,Gen2,2,8,0.023843049000186394,0.14251155149903091,0.07584175833543517,0.0075012090001109755,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263044,Gen3,3,8,0.02426479738734116,0.16118177817464432,0.08547133002473839,0.007429291999869747,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263045,BE,-1,8,0.0012141786138069252,0.18258066173727414,0.13568926883288182,0.004595791000156169,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263045,Gen1,1,8,0.021824359473989075,0.10307000564899388,0.06098882788282234,0.006795708000026934,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263045,Gen2,2,8,0.02327661051663551,0.09982578237064547,0.06764122598665541,0.00805641699980697,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263045,Gen3,3,8,0.02319291548154668,0.1082524375037879,0.07410356916513855,0.007455666999703681,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263046,BE,-1,8,0.0017002905688304464,0.41378605829507054,0.2377014400474538,0.004375500000151078,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263046,Gen1,1,8,0.028635438054125373,0.15383924607400387,0.08655666420490808,0.006382334000136325,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263046,Gen2,2,8,0.03082498698433529,0.16275808461437613,0.09547730480493698,0.008422124999924563,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263046,Gen3,3,8,0.031203793048150595,0.18353271547417063,0.10744716714640314,0.007478957999865088,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263047,BE,-1,8,0.0016881420374712235,0.15621328634914736,0.12101738513212322,0.004370375000235072,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263047,Gen1,1,8,0.029502393885731202,0.08415645582575192,0.051337493973733946,0.009819124999921769,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263047,Gen2,2,8,0.030912501296603574,0.08260035484917734,0.05510059915297595,0.007250790999933088,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263047,Gen3,3,8,0.0316320647820414,0.08851057703923104,0.060009383727131195,0.008067416999892885,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263048,BE,-1,8,0.0009649114066096286,0.12393686274293744,0.11209017626120998,0.003854583999782335,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263048,Gen1,1,8,0.022403105157093622,0.06290665676897128,0.04894265080168104,0.008277083999928436,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263048,Gen2,2,8,0.02329327505978343,0.06990280168718074,0.05388013881974494,0.007612709000113682,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263048,Gen3,3,8,0.023450865283950666,0.07337379531589323,0.05887189794142738,0.00836833299990758,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263049,BE,-1,8,0.0011399462848528975,0.3274506996829094,0.19390189196503763,0.0044926249997843115,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263049,Gen1,1,8,0.02203196231425069,0.11918923844296277,0.0704172872536531,0.008712875000128406,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263049,Gen2,2,8,0.022918879967711542,0.17489349696228784,0.09858514569194422,0.00859687499996653,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263049,Gen3,3,8,0.02329548460419855,0.19369958473309323,0.10902570079281793,0.007271208000020124,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263050,BE,-1,8,0.0016986567541727548,0.2684544433445771,0.2130424380307835,0.003989208999882976,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263050,Gen1,1,8,0.028991529179550005,0.09913948229149314,0.0801937559106849,0.007753165999929479,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263050,Gen2,2,8,0.030844242581918598,0.12644564361681745,0.08816045046401332,0.008313625000027969,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263050,Gen3,3,8,0.0313853140823545,0.14131908244657362,0.09951043672445813,0.007438665999870864,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263051,BE,-1,8,0.001928647494421117,0.2536421971038144,0.18174664080255076,0.004688833000273007,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263051,Gen1,1,8,0.02986478725528389,0.09260058845095677,0.07836151018441134,0.0071859589997984585,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263051,Gen2,2,8,0.033560161796413135,0.11500258549870315,0.08146076694594438,0.00830050000013216,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263051,Gen3,3,8,0.035392221168841165,0.12917168408236226,0.0900165256046209,0.007814125000095373,0.0,Medium,0.04,84
medium_cartpole_like_quadratic,Medium,20263020,BE,-1,8,0.0007700281212322656,0.32635803512398615,0.1917890856215834,0.00736408400007349,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263020,Gen1,1,8,0.029412244026362888,0.15581096028407745,0.07913334763748368,0.016027916999973968,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263020,Gen2,2,8,0.030245609730513035,0.16160712331123714,0.08736640984028553,0.01598633300000074,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263020,Gen3,3,8,0.030366882778226866,0.17973883471598012,0.09691066458835423,0.01517545800015796,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263021,BE,-1,8,0.0006516312522743779,0.32442355621554103,0.1975935960359819,0.008200749999559775,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263021,Gen1,1,8,0.029092655855940654,0.10246441803901815,0.06234989274079879,0.015644583999801398,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263021,Gen2,2,8,0.02926680950956794,0.12648333933981215,0.0758862885680741,0.017523624999739695,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263021,Gen3,3,8,0.029060962050630322,0.1442382755225788,0.08582029149098024,0.015610750000178086,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263022,BE,-1,8,0.0007297312041757599,0.35819289607264043,0.23975777353526448,0.009514083999874856,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263022,Gen1,1,8,0.02615143423461764,0.11624664332759206,0.07141877982482384,0.01585270900022806,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263022,Gen2,2,8,0.02596458925811036,0.1455372252919272,0.0869897837421976,0.017609874999834574,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263022,Gen3,3,8,0.025613079580649588,0.1633837492650999,0.09787072677870882,0.015976707999925566,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263023,BE,-1,8,0.0007996776945991288,0.31363809227975814,0.24120856683538527,0.008124917000259302,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263023,Gen1,1,8,0.02322093766365314,0.11831773571515365,0.07997356138401181,0.014875917000154004,0.0,Medium,0.02,168
