time_index,time,bandwidth_steps,min_eig,max_eig,cond,task,seed
45,2.6999999999999997,0,9.289990825837206e-10,1.9764801033359816,2127537196.0960605,Small,0
46,2.76,0,8.919319213727375e-10,1.9814955450453597,2221577115.43244,Small,0
47,2.82,0,3.874064313674636e-10,1.9952124052738582,5150178839.910262,Small,0
48,2.88,0,1.514803586115514e-10,2.0224253835465964,13351073380.627533,Small,0
49,2.94,0,6.770479745227445e-11,2.054854208312614,20548542083.12614,Small,0
50,3.0,0,4.0041442221712945e-11,2.0875483552151124,20875483552.151123,Small,0
51,3.06,0,2.499784894433334e-11,2.1176400987797805,21176400987.797806,Small,0
52,3.12,0,8.161887530755144e-12,2.1260787003433204,21260787003.433205,Small,0
53,3.1799999999999997,0,8.838359355500094e-13,2.118872180819617,21188721808.19617,Small,0
54,3.2399999999999998,0,1.1657893813373885e-13,2.115333397533044,21153333975.33044,Small,0
55,3.3,0,6.491700100104299e-13,2.0851160721545856,20851160721.545856,Small,0
0,0.0,1,5.052052869236614e-05,2.6372297957544215,52201.151967614256,Small,0
1,0.06,1,4.365383874507655e-05,3.8938982945440306,89199.44743652584,Small,0
2,0.12,1,2.7621381277807607e-05,7.65362293025855,277090.521045298,Small,0
3,0.18,1,1.3610381307860493e-05,14.279467197099617,1049159.9665067946,Small,0
4,0.24,1,5.922907619363045e-06,23.419977734499955,3954135.2389045972,Small,0
5,0.3,1,2.4955807202885467e-06,33.57077928780891,13452091.136498023,Small,0
6,0.36,1,1.035865646493388e-06,42.16557441651609,40705640.31084048,Small,0
7,0.42,1,3.29028678852918e-07,46.41649052451325,141071260.6765269,Small,0
8,0.48,1,4.922910508336324e-08,44.829263301463556,910625192.6690702,Small,0
9,0.54,1,9.764543955349074e-09,38.150662268922886,3907060323.900097,Small,0
10,0.6,1,5.4052527647924664e-08,28.672399651117722,530454372.7885886,Small,0
11,0.6599999999999999,1,1.9167231687740978e-07,18.943749959385087,98834042.74546947,Small,0
12,0.72,1,4.5716543012894584e-07,10.88017595261589,23799209.729281325,Small,0
13,0.78,1,7.766679211592091e-07,5.489490657368045,7068002.305508837,Small,0
14,0.84,1,1.041138197718918e-06,2.7814345316055946,2671532.4994314676,Small,0
15,0.8999999999999999,1,1.1555187287075693e-06,2.0235427960552497,1751198.6139061134,Small,0
16,0.96,1,1.0227837746189117e-06,2.0458210431585226,2000247.8470298315,Small,0
17,1.02,1,6.71811014198523e-07,2.536085899816202,3774998.9896217715,Small,0
18,1.08,1,3.1521573873389765e-07,3.726968702438033,11823548.904657668,Small,0
