task,label,seed,method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,gain_bias,behavior_gain_bias
small_pendulum_rich,Small,20264019,BE,-1,8,0.0009118312900803212,0.1666161024594706,0.09411795608422371,0.0024420419999842125,0.1,0.1
small_pendulum_rich,Small,20264019,Gen2,2,8,0.017297137554737788,0.173820602326186,0.093097962128953,0.004089624999778607,0.1,0.1
small_pendulum_rich,Small,20265019,MBLinear,-1,4,0.10364598019826178,0.8086930593029539,0.39380119957546145,0.01436341699991317,0.1,0.1
small_pendulum_rich,Small,20264020,BE,-1,8,0.001106537201752649,0.0843226080920314,0.0898022160804581,0.0021445410002343124,0.1,0.1
small_pendulum_rich,Small,20264020,Gen2,2,8,0.019429883356497295,0.09055698152402694,0.08783308154207567,0.005044499999712571,0.1,0.1
small_pendulum_rich,Small,20265020,MBLinear,-1,0,0.10090069676157544,0.8410018180343467,0.371499844998336,0.00288524999996298,0.1,0.1
small_pendulum_rich,Small,20264021,BE,-1,8,0.001223394053946927,0.10627636441537645,0.0758701020751284,0.001969375000044238,0.1,0.1
small_pendulum_rich,Small,20264021,Gen2,2,8,0.020476480028167748,0.11318154368585111,0.07450486611728314,0.005492165999839926,0.1,0.1
small_pendulum_rich,Small,20265021,MBLinear,-1,4,0.11385868185759765,0.8737266791610514,0.37383925845693,0.014942750000045635,0.1,0.1
small_pendulum_rich,Small,20264020,BE,-1,8,0.0010268930715599518,0.10936486744552987,0.09772368804903395,0.002043833000243467,0.2,0.2
small_pendulum_rich,Small,20264020,Gen2,2,8,0.017851239177196672,0.12362243714464233,0.10090351136015455,0.0041504999999233405,0.2,0.2
small_pendulum_rich,Small,20265020,MBLinear,-1,0,0.0982343671556524,0.8492213515558226,0.3700823142320418,0.0027532080002856674,0.2,0.2
small_pendulum_rich,Small,20264021,BE,-1,8,0.0010678152385515103,0.1347978183509309,0.0835694850479909,0.002158417000373447,0.2,0.2
small_pendulum_rich,Small,20264021,Gen2,2,8,0.017899937357545342,0.14835495429202789,0.08682936112188708,0.004748541000026307,0.2,0.2
small_pendulum_rich,Small,20265021,MBLinear,-1,4,0.11056663231387584,0.875586528791233,0.3717047068660595,0.013829417000124522,0.2,0.2
small_pendulum_rich,Small,20264022,BE,-1,8,0.0007393757541640539,0.16979842884950738,0.09221873013683654,0.002800457999910577,0.2,0.2
small_pendulum_rich,Small,20264022,Gen2,2,8,0.01310754212113627,0.18354668495658735,0.09464545713958888,0.004721333000361483,0.2,0.2
small_pendulum_rich,Small,20265022,MBLinear,-1,0,0.09651524293730417,0.8732186002115772,0.40076960860744143,0.003753292000055808,0.2,0.2
small_pendulum_rich,Small,20264023,BE,-1,8,0.001398504486768866,0.19838758035590257,0.10992649225740911,0.002467374999923777,0.2,0.2
small_pendulum_rich,Small,20264023,Gen2,2,8,0.02585089422727594,0.21706403152045423,0.11517116251218348,0.005174541000087629,0.2,0.2
small_pendulum_rich,Small,20265023,MBLinear,-1,2,0.1155828354083711,0.8214540703096156,0.37842055394072954,0.011200124999959371,0.2,0.2
small_pendulum_rich,Small,20264024,BE,-1,8,0.0011995601675170308,0.1291585318903158,0.07780007226561386,0.0026223330000902934,0.2,0.2
small_pendulum_rich,Small,20264024,Gen2,2,8,0.021180093292851945,0.14549863977978467,0.08082847127229435,0.00409470800013878,0.2,0.2
small_pendulum_rich,Small,20265024,MBLinear,-1,4,0.1074826586074054,0.9462207586868377,0.4235946972988595,0.0141684999998688,0.2,0.2
small_pendulum_rich,Small,20264025,BE,-1,8,0.0017000558326216223,0.17123133435123697,0.09779197580566047,0.0013567910000347183,0.2,0.2
small_pendulum_rich,Small,20264025,Gen2,2,8,0.028766180405957548,0.1916387701010152,0.10096576495607415,0.002729457999976148,0.2,0.2
small_pendulum_rich,Small,20265025,MBLinear,-1,4,0.10519112193686937,0.6739624344653311,0.3266284571940964,0.008661625000058848,0.2,0.2
small_pendulum_rich,Small,20264026,BE,-1,2,0.002209511045197222,0.15503825792691547,0.08785674419474775,0.0012885420001111925,0.2,0.2
small_pendulum_rich,Small,20264026,Gen2,2,2,0.03779911616722793,0.2194981836823247,0.11206629757513706,0.0027537089999896125,0.2,0.2
