task,label,seed,method,time_index,time,rmse
small_pendulum_rich,Small,20261108,Gen2,37,2.2199999999999998,0.06345765109685314
small_pendulum_rich,Small,20261108,Gen2,46,2.76,0.03815985561372706
small_pendulum_rich,Small,20261108,Gen2,54,3.2399999999999998,0.008942033406146545
small_pendulum_rich,Small,20261108,MBLinear,0,0.0,0.6750952141409851
small_pendulum_rich,Small,20261108,MBLinear,9,0.54,0.4643801145401311
small_pendulum_rich,Small,20261108,MBLinear,18,1.08,0.2738742823655807
small_pendulum_rich,Small,20261108,MBLinear,28,1.68,0.13696874946103857
small_pendulum_rich,Small,20261108,MBLinear,37,2.2199999999999998,0.06717790375549698
small_pendulum_rich,Small,20261108,MBLinear,46,2.76,0.022656147299894406
small_pendulum_rich,Small,20261108,MBLinear,54,3.2399999999999998,0.005396279734404516
small_pendulum_rich,Small,20261109,BE,0,0.0,0.10961332662011021
small_pendulum_rich,Small,20261109,BE,9,0.54,0.08568683091147813
small_pendulum_rich,Small,20261109,BE,18,1.08,0.09011467859578523
small_pendulum_rich,Small,20261109,BE,28,1.68,0.09581757221805648
small_pendulum_rich,Small,20261109,BE,37,2.2199999999999998,0.058524504735593175
small_pendulum_rich,Small,20261109,BE,46,2.76,0.03870899415534838
small_pendulum_rich,Small,20261109,BE,54,3.2399999999999998,0.008522961248866541
small_pendulum_rich,Small,20261109,Gen2,0,0.0,0.1068535218797531
small_pendulum_rich,Small,20261109,Gen2,9,0.54,0.08159363747201363
small_pendulum_rich,Small,20261109,Gen2,18,1.08,0.07279281458444196
small_pendulum_rich,Small,20261109,Gen2,28,1.68,0.0738856234622214
small_pendulum_rich,Small,20261109,Gen2,37,2.2199999999999998,0.04346844858374852
small_pendulum_rich,Small,20261109,Gen2,46,2.76,0.0248829096944489
small_pendulum_rich,Small,20261109,Gen2,54,3.2399999999999998,0.008605691629975643
small_pendulum_rich,Small,20261109,MBLinear,0,0.0,0.732906243860689
small_pendulum_rich,Small,20261109,MBLinear,9,0.54,0.47879852621722496
small_pendulum_rich,Small,20261109,MBLinear,18,1.08,0.25768617402025373
small_pendulum_rich,Small,20261109,MBLinear,28,1.68,0.11307652477293971
small_pendulum_rich,Small,20261109,MBLinear,37,2.2199999999999998,0.06022243563981009
small_pendulum_rich,Small,20261109,MBLinear,46,2.76,0.016625771208953283
small_pendulum_rich,Small,20261109,MBLinear,54,3.2399999999999998,0.004125303967454729
small_pendulum_rich,Small,20261110,BE,0,0.0,0.13749203382443692
small_pendulum_rich,Small,20261110,BE,9,0.54,0.09367418790070126
small_pendulum_rich,Small,20261110,BE,18,1.08,0.0898859786492799
small_pendulum_rich,Small,20261110,BE,28,1.68,0.07665193257132463
small_pendulum_rich,Small,20261110,BE,37,2.2199999999999998,0.04508356922310876
small_pendulum_rich,Small,20261110,BE,46,2.76,0.05343644423133028
small_pendulum_rich,Small,20261110,BE,54,3.2399999999999998,0.011608126251363003
small_pendulum_rich,Small,20261110,Gen2,0,0.0,0.13100564636898193
small_pendulum_rich,Small,20261110,Gen2,9,0.54,0.08309261415684424
small_pendulum_rich,Small,20261110,Gen2,18,1.08,0.07241265600868871
small_pendulum_rich,Small,20261110,Gen2,28,1.68,0.05739214647408742
