method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,family,dt,horizon_steps
Gen3,3,24,0.021019316815716785,0.144453105469209,0.09148368849276657,0.007571916998131201,Small,0.04,84
BE,-1,24,0.00045524676102729,0.14690265374392814,0.09129015799813715,0.004396207994432189,Small,0.04,84
Gen1,1,24,0.009855070116597772,0.10588123674968732,0.06304370308819054,0.007500791994971223,Small,0.04,84
Gen2,2,24,0.011922633039539873,0.13540480605089278,0.07845892957951421,0.008359415995073505,Small,0.04,84
Gen3,3,24,0.013370425574544806,0.1509060333828618,0.08721104734705554,0.007451917001162656,Small,0.04,84
BE,-1,24,0.0007642535298664913,0.10376648956324415,0.07500971436011314,0.003504959007841535,Small,0.04,84
Gen1,1,24,0.017880131025466105,0.0688141431028512,0.0503731073661773,0.008198499999707565,Small,0.04,84
Gen2,2,24,0.01910777302668518,0.09330652147573802,0.06393843184701378,0.007015334005700424,Small,0.04,84
Gen3,3,24,0.020407669516749202,0.10665981408621787,0.07178598768855356,0.007401249997201376,Small,0.04,84
BE,-1,24,0.0007435459933920503,0.13017562089308926,0.09750441431046898,0.004410708002978936,Small,0.04,84
Gen1,1,24,0.017769600236342005,0.09141738177825286,0.06917296223444348,0.01001345801341813,Small,0.04,84
Gen2,2,24,0.01919344488437419,0.1217028622989313,0.08566341036923156,0.007736290994216688,Small,0.04,84
Gen3,3,24,0.02040838264837454,0.1367392127849668,0.09457252886467254,0.007158583001000807,Small,0.04,84
BE,-1,16,0.0008805777499168359,0.13809252116592308,0.10885442492863528,0.006996333002462052,Small,0.04,84
Gen1,1,16,0.02217134120929544,0.104610926489865,0.07923117617175494,0.007208791997982189,Small,0.04,84
Gen2,2,24,0.02256751232041353,0.13087738091721146,0.09255538255695762,0.007415624990244396,Small,0.04,84
Gen3,3,24,0.02323816652177232,0.14542224834618023,0.1021045815840175,0.007816375000402331,Small,0.04,84
BE,-1,24,0.0006749142540246488,0.10953775531304005,0.08305356497066924,0.0037025420024292544,Small,0.04,84
Gen1,1,24,0.01616121338426274,0.07513315766819072,0.05660947507038329,0.012821457989048213,Small,0.04,84
Gen2,2,24,0.017199134735696796,0.09666616067635425,0.06960563301599457,0.007518708007410169,Small,0.04,84
Gen3,3,24,0.018387879530058895,0.10935177322414195,0.07716178869172907,0.008849666002788581,Small,0.04,84
BE,-1,24,0.0004904158625946883,0.13693283100529183,0.09306440716110576,0.003427417002967559,Small,0.04,84
Gen1,1,24,0.011253510881481719,0.09827138076417039,0.06533827039212077,0.006981958998949267,Small,0.04,84
Gen2,2,24,0.012655404307315887,0.12878841864991208,0.0805113337904748,0.007485958994948305,Small,0.04,84
Gen3,3,24,0.013615261120037584,0.14419660518912014,0.0893210940139689,0.007641958000021987,Small,0.04,84
BE,-1,12,0.0008731787813351767,0.15366987473553687,0.10686050284563903,0.004273333004675806,Small,0.04,84
Gen1,1,8,0.021701570169692465,0.16602610222367167,0.09860959591571929,0.0068633330083685,Small,0.04,84
Gen2,2,12,0.02242934140813403,0.14327022696424607,0.09319448163120339,0.007086166995577514,Small,0.04,84
Gen3,3,12,0.02336680706942849,0.15300565986758183,0.10047465370414539,0.007108500009053387,Small,0.04,84
BE,-1,24,0.00044169153733723614,0.1739455984908694,0.10367663655379232,0.0055191669962368906,Small,0.04,84
Gen1,1,24,0.009250173585858555,0.135036980822588,0.07564982943671339,0.007901083008619025,Small,0.04,84
Gen2,2,24,0.011824648189608359,0.1658034842456803,0.09253185312803874,0.007389457998215221,Small,0.04,84
Gen3,3,24,0.013281962159690614,0.1808593873554254,0.10130653066200487,0.012883125004009344,Small,0.04,84
BE,-1,24,0.0006883179180377429,0.1389252481134614,0.09652139740340189,0.0036095830000704154,Small,0.04,84
Gen1,1,24,0.015644064557775332,0.09988594393535058,0.06835080524674594,0.008471833003568463,Small,0.04,84
Gen2,2,24,0.016788784589195527,0.13128882001681919,0.08535236396703928,0.007870792003814131,Small,0.04,84
Gen3,3,24,0.018113444916957665,0.14657240310415415,0.09436831406785978,0.008823500000289641,Small,0.04,84
BE,-1,24,0.0005788038509234608,0.11607469838985741,0.08475341371239305,0.003499667000141926,Small,0.04,84
Gen1,1,24,0.013385029131268555,0.0802175061268393,0.05847928792324277,0.007404000003589317,Small,0.04,84
Gen2,2,24,0.015061733714812231,0.10946751072188256,0.07442798522301015,0.0072526660078438,Small,0.04,84
Gen3,3,24,0.016457427174421693,0.1229863216031255,0.08289209199106708,0.00943270800053142,Small,0.04,84
BE,-1,24,0.0007093745192388001,0.10336338093056381,0.08584151655178451,0.0037676670035580173,Small,0.04,84
Gen1,1,24,0.017653325946833352,0.07030510127517765,0.059866518673113135,0.007381415998679586,Small,0.04,84
Gen2,2,24,0.017937117164394698,0.09114884171219163,0.07445382943567445,0.008032041994738393,Small,0.04,84
Gen3,3,24,0.0185874015509348,0.10338795889703399,0.0826416195876159,0.007111208004062064,Small,0.04,84
BE,-1,24,0.0007752464558811611,0.10574581241456661,0.09119856669980517,0.0034124999947380275,Small,0.04,84
Gen1,1,24,0.01454600662937649,0.0748742193992861,0.064442122443739,0.007415416999720037,Small,0.04,84
Gen2,2,24,0.017754346549369332,0.09489269583872527,0.07924358202573258,0.01025649999792222,Small,0.04,84
Gen3,3,24,0.020404735310362455,0.10679149720452724,0.08763236774738713,0.007843415995012037,Small,0.04,84
BE,-1,16,0.0004974964150536784,0.15591366006699872,0.11521758278326422,0.0035430830030236393,Small,0.04,84
Gen1,1,24,0.011499025346129278,0.11233098824518103,0.07506546882474756,0.00788499999907799,Small,0.04,84
Gen2,2,16,0.013114339205516174,0.1480835858323116,0.10256879097368522,0.00690554101311136,Small,0.04,84
Gen3,3,16,0.014281851224029717,0.1657335113054566,0.11398766344638923,0.007886541992775165,Small,0.04,84
BE,-1,24,0.0006095304368092786,0.1299281377671037,0.10656048591492648,0.0035211659997003153,Small,0.04,84
Gen1,1,24,0.013506377965028779,0.09096708958582246,0.07542412127981755,0.0074004159978358075,Small,0.04,84
Gen2,2,24,0.015478014359217715,0.11857459174763438,0.09436450245126674,0.008718209006474353,Small,0.04,84
Gen3,3,24,0.017008494097273237,0.13252965887653012,0.10374148970257456,0.007543375002569519,Small,0.04,84
BE,-1,24,0.0005389239047154043,0.10704871702820748,0.08857178985635078,0.003383999996003695,Small,0.04,84
Gen1,1,24,0.012113725772833536,0.07281710653400018,0.060956180354102774,0.007372834006673656,Small,0.04,84
Gen2,2,24,0.013631460553481793,0.09289680942026024,0.07427278399593668,0.007732166995992884,Small,0.04,84
Gen3,3,24,0.014997223115265364,0.10584823302924441,0.08262792877744446,0.007043166013318114,Small,0.04,84
BE,-1,24,0.0005860323394696642,0.11726881684976194,0.08771991306951461,0.003403832990443334,Small,0.04,84
Gen1,1,24,0.013019307285673415,0.08395282831658694,0.06093841028468991,0.008888458993169479,Small,0.04,84
Gen2,2,24,0.015547990241115271,0.10787698674328207,0.07602657612844063,0.007635041998582892,Small,0.04,84
Gen3,3,24,0.01722330032474569,0.12045696299304207,0.08385913472092413,0.00822337499994319,Small,0.04,84
BE,-1,24,0.0006002461874532336,0.11771839931522522,0.09157470557238384,0.0037642920069629326,Small,0.04,84
Gen1,1,6,0.011910692784669445,0.1471742434435546,0.09527518596178439,0.006548499994096346,Small,0.04,84
Gen2,2,24,0.014907170834622929,0.10669071042475387,0.07723373263647379,0.00719437500811182,Small,0.04,84
Gen3,3,24,0.016675660414907503,0.12072518331177376,0.08564672935617049,0.007485624999389984,Small,0.04,84
BE,-1,24,0.0004690905702331214,0.13620817231214252,0.08442131006719092,0.0061022909940220416,Small,0.03,112
Gen1,1,24,0.014659895251613273,0.09555066180241277,0.0585678437214581,0.01072379200195428,Small,0.03,112
Gen2,2,24,0.015571023001671234,0.12157193502711836,0.07252313541013768,0.009356208000099286,Small,0.03,112
Gen3,3,24,0.017003884429421745,0.13812628125334142,0.08116922279481746,0.009758999993209727,Small,0.03,112
BE,-1,24,0.00046330405239961546,0.12079175902691984,0.08871945722562363,0.004862917005084455,Small,0.03,112
Gen1,1,24,0.013258217235479633,0.0864541290025043,0.06345700436259025,0.009800125000765547,Small,0.03,112
Gen2,2,24,0.01634577795405415,0.1127886873770949,0.07903073739704307,0.01061179200769402,Small,0.03,112
Gen3,3,8,0.018018221205084214,0.13145530460649218,0.08089614778147626,0.009340082993730903,Small,0.03,112
BE,-1,24,0.0004136600903768579,0.12272419592838887,0.09152146675643795,0.007231625000713393,Small,0.03,112
Gen1,1,24,0.011762303741705338,0.08826152803625807,0.06452352744737219,0.014561333999154158,Small,0.03,112
Gen2,2,24,0.014587859501059987,0.11077849913093302,0.08055143810058964,0.010375834011938423,Small,0.03,112
Gen3,3,24,0.016423039948170372,0.12496787702757961,0.08955076358479255,0.009961666990420781,Small,0.03,112
BE,-1,24,0.0005859449033959703,0.17308719819669782,0.10498836164164863,0.004634042008547112,Small,0.03,112
Gen1,1,24,0.01623341703678429,0.12673945297865394,0.07553089391450026,0.013833082994096912,Small,0.03,112
Gen2,2,24,0.019924323095976665,0.16265476568623594,0.09456275113468714,0.010642417008057237,Small,0.03,112
Gen3,3,24,0.02233236140443746,0.18188795366029978,0.10462333118908074,0.009796875005122274,Small,0.03,112
BE,-1,24,0.0004343173188844792,0.1822142325512454,0.1098686055541723,0.004790249993675388,Small,0.03,112
Gen1,1,24,0.012924712666685064,0.13841980154968284,0.08037950892295849,0.011555749995750375,Small,0.03,112
Gen2,2,24,0.014739754603931543,0.17364724698617615,0.0995517089569966,0.00977983299526386,Small,0.03,112
Gen3,3,24,0.016157961959410543,0.19366768005871815,0.11011597410475633,0.011074875001213513,Small,0.03,112
BE,-1,24,0.0006932403121109028,0.1363335912321606,0.09654569616042069,0.005406665994087234,Small,0.03,112
Gen1,1,4,0.020668515296175503,0.22049777479794314,0.11560192616466025,0.009146458993200213,Small,0.03,112
Gen2,2,24,0.02353171110591468,0.12904378197817312,0.0870414278095923,0.011508417010190897,Small,0.03,112
Gen3,3,24,0.025457477668360665,0.1471357357101271,0.09672405943798056,0.009651707994635217,Small,0.03,112
BE,-1,24,0.0005697885530174913,0.1646922005602728,0.11532019714380368,0.00480233300186228,Small,0.03,112
Gen1,1,6,0.015747085930899338,0.24000575312537958,0.12614895190681996,0.009415499996975996,Small,0.03,112
Gen2,2,8,0.018752674537743524,0.11259740450691386,0.07628596457341635,0.009211458003846928,Small,0.03,112
Gen3,3,8,0.01960996505116666,0.11852601549551546,0.08070491247642207,0.010056041995994747,Small,0.03,112
BE,-1,24,0.0007735491503148081,0.16591380399342387,0.11508232955587588,0.005265957996016368,Small,0.03,112
Gen1,1,16,0.025331217811383335,0.12430888223968818,0.08414975799869018,0.00958970800274983,Small,0.03,112
Gen2,2,24,0.026086146431955604,0.15928533147216728,0.10295400903734861,0.01002304200665094,Small,0.03,112
Gen3,3,24,0.02742391592330787,0.1793794729749192,0.11383320296083412,0.009840540995355695,Small,0.03,112
BE,-1,24,0.000529851168881312,0.13530496013814067,0.12433763549359719,0.0045695000007981434,Small,0.03,112
Gen1,1,24,0.015739097042246224,0.09587723951542086,0.09116572211107837,0.009559875004924834,Small,0.03,112
Gen2,2,24,0.018039585540396398,0.12492895340054426,0.11103884868047777,0.011467791991890408,Small,0.03,112
Gen3,3,24,0.019850267600151746,0.1409690077443336,0.12153414234429855,0.015973749992554076,Small,0.03,112
BE,-1,24,0.0005697827768857731,0.1792213439957802,0.12062384790815824,0.006691417002002709,Small,0.03,112
Gen1,1,24,0.01696065696216649,0.13245228842069112,0.08788737938132582,0.00966037499892991,Small,0.03,112
Gen2,2,24,0.01925620446226235,0.1736490392286075,0.10993573809091384,0.010844583986909129,Small,0.03,112
Gen3,3,24,0.021079424707792255,0.194488819459278,0.12157652652302464,0.009738458000356331,Small,0.03,112
BE,-1,16,0.0005662612128699322,0.18131490928629876,0.10910690063404282,0.0047400419862242416,Small,0.03,112
Gen1,1,12,0.017984692791801895,0.17617674822761548,0.09238527417857247,0.010254542008624412,Small,0.03,112
Gen2,2,16,0.01941660713142375,0.16913047933054487,0.09580664012400651,0.01463770799455233,Small,0.03,112
Gen3,3,16,0.020247513136945464,0.1846321206667408,0.1047556995191122,0.009406917000887915,Small,0.03,112
BE,-1,24,0.00042819124150719756,0.20527435571523978,0.12483204326327832,0.008412750001298264,Small,0.03,112
Gen1,1,24,0.01231493766289492,0.1604909306675059,0.09281468299123834,0.009866499996860512,Small,0.03,112
Gen2,2,24,0.014980241564507293,0.19724248529128352,0.11301828476750556,0.011936458991840482,Small,0.03,112
Gen3,3,24,0.016856194045261282,0.2175652230983379,0.12402933642940937,0.012717417004751042,Small,0.03,112
BE,-1,24,0.0006023426184034923,0.17451646142955257,0.12810803857007957,0.004548208002233878,Small,0.03,112
Gen1,1,24,0.01835053305470729,0.12711926840178187,0.0935854577395289,0.010633249999955297,Small,0.03,112
Gen2,2,24,0.020302545226517813,0.16750356488004337,0.11717273273102481,0.009963917007553391,Small,0.03,112
Gen3,3,24,0.02215060107528348,0.18851074446504615,0.12951927562644552,0.01104916600161232,Small,0.03,112
BE,-1,24,0.0005310165515595011,0.14998454832553695,0.1164187363274488,0.004521499999100342,Small,0.03,112
Gen1,1,24,0.01598868860543599,0.1057385249127076,0.08364665737044846,0.010990249997121282,Small,0.03,112
Gen2,2,24,0.018292151646270023,0.14469527179434563,0.10574078907820829,0.010915082995779812,Small,0.03,112
Gen3,3,24,0.02004963825817582,0.16403504352544684,0.11712191935779853,0.01175574999069795,Small,0.03,112
BE,-1,24,0.0005361010123501513,0.12605471369378246,0.10634655999990339,0.0062976659974083304,Small,0.03,112
Gen1,1,24,0.017860806258766296,0.08778897895187636,0.07596574793820467,0.01011816700338386,Small,0.03,112
Gen2,2,24,0.018439238789177893,0.11648673214247932,0.09618147565005791,0.009807750000618398,Small,0.03,112
Gen3,3,24,0.019369266316946795,0.1323017881629009,0.1065670336174901,0.012589833000674844,Small,0.03,112
BE,-1,24,0.0006701444059877045,0.1273781020648004,0.09601865303871221,0.004615875004674308,Small,0.03,112
Gen1,1,24,0.016793753812791756,0.09231483221801932,0.06878666972548884,0.010752209011116065,Small,0.03,112
Gen2,2,24,0.02181762708122748,0.11905513963648777,0.08710242834277752,0.011154208012158051,Small,0.03,112
Gen3,3,24,0.025080544414893827,0.13468194112718704,0.09629127056917951,0.009914875001413748,Small,0.03,112
BE,-1,24,0.0004975288332788938,0.1906115125145465,0.12633634356905557,0.004743208002764732,Small,0.03,112
Gen1,1,24,0.014215779835734656,0.14444816702469093,0.0928120166689033,0.009951875006663613,Small,0.03,112
Gen2,2,24,0.016926781036528282,0.1836891175813199,0.11481115135605716,0.011511916993185878,Small,0.03,112
Gen3,3,24,0.01866797605677261,0.20458129925038293,0.12632376590827774,0.010160999998333864,Small,0.03,112
BE,-1,24,0.000611451587017687,0.16778843373831295,0.10753117552389449,0.004922125008306466,Small,0.03,112
Gen1,1,24,0.018485275261124676,0.12046056817632315,0.07758814023636745,0.009754291997523978,Small,0.03,112
Gen2,2,24,0.020891038973470027,0.15848243983330443,0.09594515165989967,0.010173333997954614,Small,0.03,112
Gen3,3,24,0.02279647556183485,0.177288750144456,0.10552314122418781,0.009968917001970112,Small,0.03,112
BE,-1,24,0.0005598853568554919,0.1318465688368868,0.10597945755443183,0.004895375008345582,Small,0.03,112
Gen1,1,8,0.01680448685155211,0.12403720991076589,0.08748757045696928,0.009150917001534253,Small,0.03,112
Gen2,2,24,0.019485634156521197,0.12160838659679066,0.09463101442433634,0.011736792002920993,Small,0.03,112
Gen3,3,24,0.02073812886131606,0.13820703361563802,0.10520667682448975,0.010686749999877065,Small,0.03,112
BE,-1,24,0.0005193986540359081,0.13912907666250676,0.10533108629931344,0.004841208006837405,Small,0.03,112
Gen1,1,24,0.015270168793978146,0.10405768810784254,0.07691135285057903,0.01131795800756663,Small,0.03,112
Gen2,2,24,0.01808108065077397,0.13079309684680648,0.09524177917733173,0.010116332996403798,Small,0.03,112
Gen3,3,24,0.019685228169595868,0.1464046594638563,0.1050029749548275,0.012402541993651539,Small,0.03,112
BE,-1,24,0.00036125497286114617,0.1697802307044768,0.11762509465297863,0.007619458003318869,Small,0.02,168
Gen1,1,24,0.015306840109962557,0.1515546987977456,0.09649573603866554,0.017237332998774946,Small,0.02,168
Gen2,2,16,0.01850891505353453,0.13410304087529468,0.09163296676851818,0.014195584008120932,Small,0.02,168
Gen3,3,16,0.020078939156090544,0.14581290997622554,0.09887754284818112,0.014439500009757467,Small,0.02,168
BE,-1,24,0.0003441453526963937,0.17036408500553704,0.11567804382259314,0.007268957997439429,Small,0.02,168
Gen1,1,24,0.013772753297194634,0.1298105735841145,0.08835630028405636,0.01500891600153409,Small,0.02,168
Gen2,2,24,0.01766580469254664,0.15883938430915964,0.10389221826075382,0.015093583991983905,Small,0.02,168
Gen3,3,24,0.02000067083418075,0.17580660276788154,0.11363103725168684,0.015179333000560291,Small,0.02,168
BE,-1,16,0.0004055779957610638,0.14160470331515856,0.10400340931213316,0.008650791001855396,Small,0.02,168
Gen1,1,12,0.0161454927066652,0.12089326323503287,0.08569200353648461,0.02407437498914078,Small,0.02,168
Gen2,2,12,0.019664940760638093,0.13330407546706527,0.09009756169358613,0.015278291000868194,Small,0.02,168
Gen3,3,12,0.02132388527747011,0.14425728772999372,0.09681622764214669,0.017059499994502403,Small,0.02,168
BE,-1,24,0.00038050440569629767,0.15016336489157261,0.10108845953008834,0.008464375001494773,Small,0.02,168
Gen1,1,24,0.015477970801903893,0.11661073852478686,0.07718686863290433,0.014911457998096012,Small,0.02,168
Gen2,2,24,0.019405267628198917,0.13970013514718166,0.08951266454922406,0.015435207998962142,Small,0.02,168
Gen3,3,16,0.021494827039803086,0.1418978208472295,0.09084436190121513,0.01682191700092517,Small,0.02,168
BE,-1,24,0.00048009401959348013,0.193675575681869,0.13014010045586422,0.008057458995608613,Small,0.02,168
Gen1,1,24,0.019112489083224788,0.160354630483707,0.10436591461754399,0.017734458000632003,Small,0.02,168
Gen2,2,16,0.023503779806884013,0.15292778981446148,0.09960309271141136,0.01447170898609329,Small,0.02,168
Gen3,3,16,0.02631975756466307,0.1665473621149476,0.10763079311121466,0.016112792000058107,Small,0.02,168
BE,-1,24,0.00046213282653531575,0.19142094343682434,0.11764526383926563,0.007227165988297202,Small,0.02,168
Gen1,1,24,0.021817602076985215,0.16657928606244865,0.09549698239652675,0.014903375005815178,Small,0.02,168
Gen2,2,24,0.02351846702730451,0.1787441962794788,0.1061755368890917,0.015480583999305964,Small,0.02,168
Gen3,3,24,0.02488946707984144,0.19674802825004675,0.11588489023651503,0.015079415999935009,Small,0.02,168
BE,-1,24,0.0004477780474273686,0.16365989416605062,0.11168636103660018,0.0075042499956907704,Small,0.02,168
Gen1,1,8,0.017926049368175878,0.1806890097461019,0.1022543880541245,0.013731416998780333,Small,0.02,168
Gen2,2,12,0.022747699674737675,0.1293732955887874,0.0849040009529333,0.014447333000134677,Small,0.02,168
Gen3,3,12,0.02468290599000204,0.13987967466968732,0.09148068724085946,0.01627029199153185,Small,0.02,168
BE,-1,12,0.0004082462232850827,0.1434678838485161,0.09935435066454654,0.006610666008782573,Small,0.02,168
Gen1,1,8,0.017217580601382117,0.2384508242229649,0.12187302625037887,0.015192791004665196,Small,0.02,168
Gen2,2,12,0.019963382955781796,0.12602837364572347,0.08454576443210152,0.015446999997948296,Small,0.02,168
Gen3,3,12,0.02147555171147557,0.13617714092632613,0.09117351431299624,0.01692483299120795,Small,0.02,168
BE,-1,24,0.0005437859841878825,0.17455943944709817,0.12411475140741586,0.006802625008276664,Small,0.02,168
Gen1,1,24,0.024722037132627054,0.15784956251531287,0.10328401549015458,0.019641874998342246,Small,0.02,168
Gen2,2,24,0.02801368892207583,0.16204883402839582,0.11134236829639173,0.01485679199686274,Small,0.02,168
Gen3,3,24,0.030134763960161747,0.17816805132165792,0.12082171338664154,0.01743416700628586,Small,0.02,168
BE,-1,24,0.000535726150640378,0.1683344786564117,0.11483929042914748,0.009048374995472841,Small,0.02,168
Gen1,1,24,0.02389095074410181,0.13073823963832948,0.09012605586485326,0.015015416996902786,Small,0.02,168
Gen2,2,24,0.027326755843520564,0.1583628510328176,0.10368697960890923,0.0145377080043545,Small,0.02,168
Gen3,3,24,0.029677142033528094,0.17430313528353486,0.11218234610475479,0.015431042003910989,Small,0.02,168
BE,-1,12,0.0004102787883208168,0.2001340302894532,0.11905178909807164,0.006808584003010765,Small,0.02,168
Gen1,1,8,0.016627346420340097,0.25787009880366135,0.13281270436306317,0.01361804200860206,Small,0.02,168
Gen2,2,12,0.020209707941244978,0.1943716412013984,0.10654335931279235,0.01444962499954272,Small,0.02,168
Gen3,3,12,0.021297471472479075,0.20688216471127369,0.11382610151189232,0.015086333005456254,Small,0.02,168
BE,-1,24,0.0004052438059585107,0.22238175355754702,0.13779451552629224,0.008321375004015863,Small,0.02,168
Gen1,1,24,0.018053425581773527,0.2000605240192138,0.11646124164703195,0.014666624992969446,Small,0.02,168
Gen2,2,24,0.02088336468865802,0.21111039719339117,0.12594901737753073,0.017994124995311722,Small,0.02,168
Gen3,3,12,0.022620264213620882,0.16183375756987314,0.10759812553552021,0.01663212499988731,Small,0.02,168
BE,-1,24,0.00042501223181595896,0.2196423468066394,0.13955911308654778,0.007714708001003601,Small,0.02,168
Gen1,1,24,0.018338336917663216,0.19635065905970706,0.11679463685109776,0.01739095800439827,Small,0.02,168
Gen2,2,24,0.02183117529411025,0.20832366826794768,0.1265641331826573,0.01766991600743495,Small,0.02,168
Gen3,3,24,0.023924222510239568,0.22745766170252263,0.1366907625594718,0.016652958001941442,Small,0.02,168
BE,-1,24,0.00043331371059879655,0.19610371441234511,0.13867736494109245,0.010894624996581115,Small,0.02,168
Gen1,1,24,0.01814361386105883,0.16246126067760575,0.11159411814744365,0.01648804100113921,Small,0.02,168
Gen2,2,24,0.022233508417073784,0.18607296975921792,0.12540649298468315,0.01771079200261738,Small,0.02,168
Gen3,3,12,0.023854295633154797,0.15819738356787688,0.10930845289301964,0.01566854098928161,Small,0.02,168
BE,-1,24,0.00039857559793838546,0.16935189469765533,0.12462396175185428,0.007008832995779812,Small,0.02,168
Gen1,1,24,0.016903192181756295,0.14314134298180245,0.09991299365835343,0.015601499995682389,Small,0.02,168
Gen2,2,24,0.020924894147793333,0.1603913736972125,0.11229214405745162,0.014602625000406988,Small,0.02,168
Gen3,3,24,0.023370495024701645,0.17712284947579465,0.1223715476502795,0.015723165997769684,Small,0.02,168
BE,-1,24,0.00039211452808314085,0.16371135971140008,0.10829110957746113,0.007476750004570931,Small,0.02,168
Gen1,1,24,0.017968167840582416,0.12379319426859416,0.0829514488226034,0.014872125000692904,Small,0.02,168
Gen2,2,24,0.02049228305530414,0.15571109853166834,0.09788823613814908,0.015774290994158946,Small,0.02,168
Gen3,3,24,0.022125373852141656,0.17247028739847006,0.1069668086398167,0.01564029199653305,Small,0.02,168
BE,-1,12,0.0005772473438000659,0.13394472409416117,0.10949896602350082,0.006849375000456348,Small,0.02,168
Gen1,1,12,0.02190495413764275,0.14381771301512153,0.10149198343477385,0.023924707988044247,Small,0.02,168
Gen2,2,12,0.02751196417372809,0.12227450929945699,0.09836459381704858,0.014411583004402928,Small,0.02,168
Gen3,3,12,0.02984005754647798,0.13207554386265719,0.104007643177277,0.014187375010806136,Small,0.02,168
BE,-1,12,0.0004472451864131482,0.17912950727117266,0.12140643341079799,0.006651874995441176,Small,0.02,168
Gen1,1,8,0.018055631238427034,0.2559593837977305,0.141134345508037,0.014100000000325963,Small,0.02,168
Gen2,2,12,0.022026260083905524,0.16529033902031043,0.10474554738166214,0.01443637500051409,Small,0.02,168
Gen3,3,12,0.023719023668015607,0.1776959363107915,0.11259355787350851,0.018133457997464575,Small,0.02,168
BE,-1,24,0.0005222563753776584,0.18638011389440123,0.12382617740686246,0.007115250002243556,Small,0.02,168
Gen1,1,24,0.022655879988946328,0.1529734271299221,0.10238914158833491,0.01606887500383891,Small,0.02,168
Gen2,2,24,0.026519232508208496,0.17388052883587457,0.11148962860419323,0.01740070799132809,Small,0.02,168
Gen3,3,24,0.028904684692682748,0.19135092055207897,0.12051362205129973,0.01735816699510906,Small,0.02,168
BE,-1,24,0.0003717214354207134,0.16767559432140539,0.11844334542378639,0.007599208009196445,Small,0.02,168
Gen1,1,24,0.0157369141672053,0.12822371285643333,0.09116900678294587,0.015528874995652586,Small,0.02,168
Gen2,2,24,0.0194362544653353,0.15918475658653264,0.10587437095683498,0.015693540990469046,Small,0.02,168
Gen3,3,24,0.021612639738403883,0.17625479671713293,0.11524380365517764,0.020050999999511987,Small,0.02,168
BE,-1,24,0.0009385431098690488,0.14422692062597536,0.09871666183099637,0.0014412919990718365,Medium,0.12,32
Gen1,1,24,0.0051237828609102965,0.10916751963248945,0.08366149165926859,0.003184041997883469,Medium,0.12,32
Gen2,2,24,0.006226150845765551,0.09502688664875962,0.06988740475060966,0.0033675000013317913,Medium,0.12,32
Gen3,3,24,0.006875230784927495,0.09925934080495151,0.07203600768032993,0.0029318329907255247,Medium,0.12,32
BE,-1,24,0.0013596825120165273,0.12422758562561552,0.08577576121742357,0.0014814999885857105,Medium,0.12,32
Gen1,1,24,0.010563432149041495,0.10091918295671513,0.07016199578276378,0.003054165994399227,Medium,0.12,32
Gen2,2,24,0.010966315310133106,0.07098652893269732,0.05808032723842555,0.0030277500045485795,Medium,0.12,32
Gen3,3,24,0.010451074703877886,0.07292587022800581,0.0586801107086528,0.002933583004050888,Medium,0.12,32
BE,-1,24,0.0009912372988601676,0.16436846397683963,0.10467548130231549,0.0018842499994207174,Medium,0.12,32
Gen1,1,24,0.007159415339285275,0.1323094765351212,0.0901158786222052,0.00325933400017675,Medium,0.12,32
Gen2,2,24,0.008085466746618307,0.09587320699310584,0.07191779393535555,0.003045791992917657,Medium,0.12,32
Gen3,3,24,0.007917795796796906,0.09615892027640344,0.07286187060974444,0.004353291995357722,Medium,0.12,32
BE,-1,24,0.0012759274854592037,0.10882246838429309,0.08490238573811004,0.0014327090029837564,Medium,0.12,32
Gen1,1,24,0.007229600476432285,0.08434458926944212,0.06953246988516273,0.0031525419908575714,Medium,0.12,32
Gen2,2,24,0.007770479491217423,0.06968173396258319,0.06036724649836849,0.0029340409964788705,Medium,0.12,32
Gen3,3,24,0.008129344014926411,0.07251996101688775,0.06176731498428747,0.003098416011198424,Medium,0.12,32
BE,-1,24,0.0014229981079379437,0.15225857383732247,0.1054864521069709,0.0014424999972106889,Medium,0.12,32
Gen1,1,24,0.011055189870247974,0.11102222378500429,0.08227751613473659,0.0029452500020852312,Medium,0.12,32
Gen2,2,24,0.011151095416574013,0.1293463240352175,0.08337483428465227,0.002953750008600764,Medium,0.12,32
Gen3,3,24,0.012238026175196478,0.13679494219505306,0.08753215112323333,0.0029784170037601143,Medium,0.12,32
BE,-1,24,0.001106189062214766,0.1412094928776457,0.09675504012280806,0.0014175830001477152,Medium,0.12,32
Gen1,1,24,0.00991153979512217,0.11103629700304862,0.08135655339349955,0.0030674169975100085,Medium,0.12,32
Gen2,2,24,0.010514714517023162,0.0961769915039592,0.07242410877776329,0.0029794159927405417,Medium,0.12,32
Gen3,3,24,0.010506957109961013,0.09923235861767722,0.07449694009599638,0.003103458002442494,Medium,0.12,32
BE,-1,24,0.00110288128727882,0.14939992445782227,0.1022147079328901,0.0015248330018948764,Medium,0.12,32
Gen1,1,24,0.004477373259284429,0.11903480735147841,0.08115905255226505,0.0035888749989680946,Medium,0.12,32
Gen2,2,24,0.004647419353641177,0.08777705325472242,0.0729013898772754,0.002966209009173326,Medium,0.12,32
Gen3,3,24,0.004905923523332686,0.08966051235248819,0.07692431407454921,0.002958582990686409,Medium,0.12,32
