method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,family,dt,horizon_steps
BE,-1,24,0.0007560259426256078,0.18508557287434732,0.1625570447957578,0.0042347090056864545,Medium,0.04,84
Gen1,1,24,0.016850011400237903,0.08311281493745885,0.07445929460505327,0.008391209004912525,Medium,0.04,84
Gen2,2,24,0.01704488567039453,0.08231784635273169,0.07540456892412714,0.008648708011605777,Medium,0.04,84
Gen3,3,24,0.01738900252859732,0.09057235010136545,0.08349450252198248,0.00857362498936709,Medium,0.04,84
BE,-1,24,0.0008058352843051673,0.14603944119251924,0.12262731138519489,0.004375917007564567,Medium,0.04,84
Gen1,1,24,0.009458062244755738,0.06449004304550046,0.0496183491381622,0.008538166992366314,Medium,0.04,84
Gen2,2,24,0.01054306977490011,0.08189769008282195,0.06034249381388827,0.008954999997513369,Medium,0.04,84
Gen3,3,24,0.011311887271921466,0.08874614431065642,0.06558421114816569,0.009952666994649917,Medium,0.04,84
BE,-1,24,0.0007663804327281779,0.2740945856080388,0.144025328161123,0.005093500003567897,Medium,0.04,84
Gen1,1,24,0.013177181720479906,0.10416539907762196,0.05968695852002005,0.00868412500130944,Medium,0.04,84
Gen2,2,24,0.013531402561191348,0.12968230071413384,0.0685301032575805,0.008501167001668364,Medium,0.04,84
Gen3,3,24,0.01399473955241369,0.14076993532111629,0.07453136243011897,0.00889779199496843,Medium,0.04,84
BE,-1,16,0.0008756920928801555,0.1659186657757586,0.1197700846726073,0.0037487920053536072,Medium,0.04,84
Gen1,1,24,0.012000693105669345,0.06944944763298418,0.05121123936855653,0.010249083003145643,Medium,0.04,84
Gen2,2,24,0.012766525285505403,0.07344394715763211,0.05547757971126527,0.011367957995389588,Medium,0.04,84
Gen3,3,24,0.013547942713457509,0.08069905426782438,0.06030360162971087,0.008549332997063175,Medium,0.04,84
BE,-1,24,0.001041150109593181,0.1952484730281846,0.12726954140455374,0.003942250012187287,Medium,0.04,84
Gen1,1,24,0.011688818466389214,0.10194556080972932,0.05944857057506976,0.008884208000381477,Medium,0.04,84
Gen2,2,24,0.012716401729644927,0.08654135155424975,0.05574369007220012,0.008660415987833403,Medium,0.04,84
Gen3,3,24,0.0135017289687814,0.09515444422290867,0.06130714863237718,0.011255707999225706,Medium,0.04,84
BE,-1,24,0.0006560476474770873,0.18509591965906583,0.11477318711904691,0.0053716660040663555,Medium,0.04,84
Gen1,1,24,0.010148238672046807,0.09276588192059633,0.05818661520190411,0.009240416999091394,Medium,0.04,84
Gen2,2,24,0.0108379136210425,0.08967760029710738,0.05719361253681476,0.008820083996397443,Medium,0.04,84
Gen3,3,24,0.011428794925476705,0.09649893417677809,0.061552017111220554,0.010397000005468726,Medium,0.04,84
BE,-1,24,0.000950407997733073,0.18543382237126965,0.13729962876155902,0.00434362499800045,Medium,0.04,84
Gen1,1,24,0.013621693662746296,0.09320952517644092,0.056434856147880914,0.008249457998317666,Medium,0.04,84
Gen2,2,24,0.014941339847108602,0.09174646733738726,0.062272259628393195,0.00817849999293685,Medium,0.04,84
Gen3,3,24,0.015293388293771202,0.10028674012142202,0.06840155287829418,0.008468125000945292,Medium,0.04,84
BE,-1,24,0.0007615307191499592,0.21198830314181707,0.1401362111798706,0.006165124999824911,Medium,0.04,84
Gen1,1,24,0.00805587771408526,0.09494941598740977,0.05944082827322506,0.010097124992171302,Medium,0.04,84
Gen2,2,24,0.00931315160548869,0.10223960937848565,0.06410370874856408,0.010371374999522232,Medium,0.04,84
Gen3,3,24,0.010000994332258538,0.11051868260838672,0.06961308647674959,0.00969145899580326,Medium,0.04,84
BE,-1,24,0.0011758154303013375,0.2446014707943096,0.1403438890669303,0.0041992920014308766,Medium,0.04,84
Gen1,1,24,0.012510308100558198,0.11396684767925801,0.06486563338656028,0.013401999996858649,Medium,0.04,84
Gen2,2,24,0.013000532767715017,0.11285603728289838,0.06424967877367929,0.011164833995280787,Medium,0.04,84
Gen3,3,24,0.014091556571530882,0.12371336969903123,0.07010414388959967,0.008276833992567845,Medium,0.04,84
BE,-1,24,0.0007535060942130172,0.20963823292002678,0.13100376740637978,0.004372541006887332,Medium,0.04,84
Gen1,1,24,0.009375110378537109,0.11136768193468449,0.06567553001650757,0.009490832992014475,Medium,0.04,84
Gen2,2,24,0.009890037806311893,0.13406941666328975,0.07378744354157295,0.010749709006631747,Medium,0.04,84
Gen3,3,24,0.01012822765796599,0.1438466396243897,0.07968711105920755,0.011857917008455843,Medium,0.04,84
BE,-1,24,0.0005592233827490448,0.21739330371441362,0.17354441032613013,0.00556029099971056,Medium,0.03,112
Gen1,1,24,0.008002668800982465,0.09311640282880522,0.06861658427192659,0.013008624999201857,Medium,0.03,112
Gen2,2,24,0.00858949471203964,0.09823128742594131,0.0772591949229717,0.011881166996317916,Medium,0.03,112
Gen3,3,24,0.009167175354018056,0.10958349393873318,0.08568275905672368,0.013692166001419537,Medium,0.03,112
BE,-1,24,0.000574529601393259,0.3628934483417356,0.19996618863796672,0.007921124997665174,Medium,0.03,112
Gen1,1,24,0.00935860923179271,0.1281996534090234,0.07044182920703351,0.0109864169935463,Medium,0.03,112
Gen2,2,24,0.010253542519405301,0.17442226656531762,0.08950923341196167,0.01734891699743457,Medium,0.03,112
Gen3,3,24,0.010827070481756738,0.1896170995208766,0.09765258865833056,0.011687207996146753,Medium,0.03,112
BE,-1,24,0.0008171762231465903,0.2742404603673522,0.1867717007276347,0.005817541998112574,Medium,0.03,112
Gen1,1,24,0.011688815600045505,0.11603351322556633,0.07073706336892291,0.013719499998842366,Medium,0.03,112
Gen2,2,24,0.013472986052539899,0.1259677941440668,0.07775468984736929,0.011237500002607703,Medium,0.03,112
Gen3,3,24,0.01464262519538065,0.13873907419332604,0.08579614977412033,0.01205425000807736,Medium,0.03,112
BE,-1,24,0.0006946106078859479,0.24148464392543117,0.18303476863082588,0.00548141699982807,Medium,0.03,112
Gen1,1,24,0.012840010849231488,0.09475844087576225,0.06751229386216107,0.013645084007293917,Medium,0.03,112
Gen2,2,24,0.013637300131019265,0.09747118677352432,0.07737852572383408,0.011058249991037883,Medium,0.03,112
Gen3,3,24,0.014127650797325959,0.10955384361895068,0.08676142191524291,0.011498167004901916,Medium,0.03,112
BE,-1,24,0.0006018000516540093,0.2656856463751115,0.17166427988311778,0.0054456669895444065,Medium,0.03,112
Gen1,1,24,0.01323396214755671,0.08145544648580724,0.059115664025180696,0.01380829099798575,Medium,0.03,112
Gen2,2,24,0.01304259650327028,0.10952378510132718,0.07070572512778828,0.011473042002762668,Medium,0.03,112
Gen3,3,24,0.013254994103625932,0.12111361671371035,0.07847113504936168,0.0115853339957539,Medium,0.03,112
BE,-1,24,0.0006180094024654534,0.29307971603911526,0.17444299840034339,0.005386707998695783,Medium,0.03,112
Gen1,1,24,0.010676755678425172,0.1050047020896732,0.06384769015988287,0.011253124990616925,Medium,0.03,112
Gen2,2,24,0.01168953810439106,0.1011258833597462,0.06574701717460983,0.012709750008070841,Medium,0.03,112
Gen3,3,24,0.01230422305233024,0.11512560507123254,0.07385136253901713,0.01114470801257994,Medium,0.03,112
BE,-1,24,0.0005794868346606757,0.19299837918834287,0.14954174421315966,0.005756083002779633,Medium,0.03,112
Gen1,1,24,0.012261184778377362,0.0889284289769612,0.05802841844394109,0.01745475000643637,Medium,0.03,112
Gen2,2,24,0.013251183730227854,0.09777788687525209,0.06591687774034544,0.013072916990495287,Medium,0.03,112
Gen3,3,24,0.013503383964442398,0.10638982622409501,0.0723464083835914,0.01135179100674577,Medium,0.03,112
BE,-1,24,0.0009578440029160009,0.28947682801098923,0.2009981863612431,0.005745083006331697,Medium,0.03,112
Gen1,1,24,0.014266100383992413,0.10668633114951989,0.07147369120512857,0.01292512500367593,Medium,0.03,112
Gen2,2,24,0.0160821593225894,0.1254046543502208,0.0819443169489602,0.012076583996531554,Medium,0.03,112
Gen3,3,24,0.01750942776200133,0.13958890513645747,0.09120273402206239,0.012225166006828658,Medium,0.03,112
BE,-1,24,0.0006435040315402172,0.28764272148858877,0.17420014540244666,0.005491417003213428,Medium,0.03,112
Gen1,1,24,0.014636073836354655,0.07747255106525763,0.054821869800140095,0.011884125007782131,Medium,0.03,112
Gen2,2,24,0.014876221704390156,0.1139210641703984,0.06810755923503176,0.01110208299360238,Medium,0.03,112
Gen3,3,24,0.015240525347510876,0.1308722186222579,0.0772385722017512,0.01328437500342261,Medium,0.03,112
BE,-1,24,0.0007255281351788053,0.29393024029948184,0.1954094873015015,0.0054837079951539636,Medium,0.03,112
Gen1,1,24,0.01317707548002506,0.10078780047955573,0.07574933944607776,0.01124283300305251,Medium,0.03,112
Gen2,2,24,0.01448576836491548,0.11087689087961546,0.0871251381124211,0.013249750001705252,Medium,0.03,112
Gen3,3,24,0.015226072614103163,0.12845437538048843,0.09661648975058876,0.011488167001516558,Medium,0.03,112
BE,-1,24,0.000744928797718472,0.21761802707288308,0.17371823780392018,0.008442708000075072,Medium,0.03,112
Gen1,1,24,0.014163405604801903,0.08140833329695152,0.06792046037823204,0.011584666994167492,Medium,0.03,112
Gen2,2,24,0.015238874279518505,0.09731132076105108,0.07531928514724637,0.011485166993224993,Medium,0.03,112
Gen3,3,24,0.016014349840006794,0.10776090933740455,0.08282908352385701,0.011408708000089973,Medium,0.03,112
BE,-1,24,0.0006545271173425459,0.22346072128605646,0.1766368253204352,0.005538917001103982,Medium,0.03,112
Gen1,1,24,0.01754328449005657,0.08874885882260591,0.07041465895828122,0.01325949998863507,Medium,0.03,112
Gen2,2,24,0.017541597860061774,0.09644193637289677,0.07747364330640458,0.015524709000601433,Medium,0.03,112
Gen3,3,24,0.01794118757399396,0.10801392359697394,0.08631057066328805,0.011955042005865835,Medium,0.03,112
BE,-1,24,0.0007217242918982619,0.16730640999540447,0.1349448697510345,0.005552167000132613,Medium,0.03,112
Gen1,1,24,0.010268693272502195,0.06740105413386811,0.04970238490637386,0.012552750005852431,Medium,0.03,112
Gen2,2,24,0.011733023806976895,0.08494772951023762,0.058263278620010184,0.011225999987800606,Medium,0.03,112
Gen3,3,24,0.012728463512631138,0.09396579769588818,0.06445224909551504,0.01181929100130219,Medium,0.03,112
BE,-1,24,0.000695227155488025,0.32049211889371665,0.17787633698939823,0.005412375001469627,Medium,0.03,112
Gen1,1,24,0.013674386809308986,0.10296215995585165,0.0630565912106198,0.011780917004216462,Medium,0.03,112
Gen2,2,24,0.014292264797622228,0.13627477866419993,0.07512737766672682,0.01727358299831394,Medium,0.03,112
Gen3,3,24,0.014782618930619808,0.14889986146534254,0.08247705119616387,0.01132287499785889,Medium,0.03,112
BE,-1,16,0.0007711218295533483,0.2037278797799968,0.1487129060067412,0.005850832996657118,Medium,0.03,112
Gen1,1,24,0.012358056342964153,0.07095479413128909,0.0555242507994407,0.010950083000352606,Medium,0.03,112
Gen2,2,24,0.01372731215529995,0.08269621702307596,0.061753256809580534,0.015852208001888357,Medium,0.03,112
Gen3,3,24,0.01460328859354878,0.09160061450034276,0.06780863468079425,0.01187633301015012,Medium,0.03,112
BE,-1,24,0.0008589036431469795,0.22721224543806057,0.15539483296308948,0.0053999170049792156,Medium,0.03,112
Gen1,1,24,0.010973118437160059,0.09188966231152258,0.06258618022649023,0.014763166996999644,Medium,0.03,112
Gen2,2,24,0.012418028942531427,0.08860475331495078,0.06774547238650395,0.011315958996419795,Medium,0.03,112
Gen3,3,24,0.013476961911239668,0.09846386675716384,0.07446002049757586,0.011942457989789546,Medium,0.03,112
BE,-1,24,0.0006541484318086307,0.237589510450513,0.15311559859452206,0.005894583999179304,Medium,0.03,112
Gen1,1,24,0.011729100523637606,0.09849820730659405,0.06297420398998077,0.011874707997776568,Medium,0.03,112
Gen2,2,24,0.01251311273291676,0.10787341961776953,0.06845822699621862,0.0117655000067316,Medium,0.03,112
Gen3,3,24,0.013158974169070208,0.1195265960267176,0.0749198891387668,0.013483499991707504,Medium,0.03,112
BE,-1,24,0.0008658766872363269,0.21002450175979484,0.14957238758764554,0.005590834000031464,Medium,0.03,112
Gen1,1,24,0.016522247652395582,0.08787961785114538,0.05696346162229,0.011579917001654394,Medium,0.03,112
Gen2,2,24,0.01796075922344263,0.09608571677924978,0.06335319883563686,0.01169516600202769,Medium,0.03,112
Gen3,3,24,0.01856372590891149,0.10648557853698329,0.06955998860640979,0.01200004099518992,Medium,0.03,112
BE,-1,24,0.0006710235849082136,0.24047909433451267,0.17365227363778246,0.005259833997115493,Medium,0.03,112
Gen1,1,24,0.009205921033937584,0.09554786194790177,0.06607658592788691,0.014082833004067652,Medium,0.03,112
Gen2,2,24,0.010465107402283576,0.1057407574038931,0.07352002088587901,0.012065583010553382,Medium,0.03,112
Gen3,3,24,0.011530460232039783,0.11584808639230494,0.08102718296057437,0.011449291996541433,Medium,0.03,112
BE,-1,24,0.0010689854823501572,0.30289297705818635,0.17123162345559842,0.005419875000370666,Medium,0.03,112
Gen1,1,24,0.012235557996639224,0.13049323253488296,0.0697208670612968,0.01296379099949263,Medium,0.03,112
Gen2,2,24,0.01384692734910795,0.13735589871047993,0.07574837785089379,0.011262917003477924,Medium,0.03,112
Gen3,3,24,0.015308950507023139,0.15209712989608934,0.08368959275705043,0.011790958000347018,Medium,0.03,112
BE,-1,24,0.0005322000584202218,0.19948476017791328,0.2036485714147255,0.009782540990272537,Medium,0.02,168
Gen1,1,24,0.01065021079424415,0.08578644491712617,0.06469897569182276,0.01928304199827835,Medium,0.02,168
Gen2,2,24,0.011867369718478986,0.09506715966755583,0.07819135308598991,0.01967595799942501,Medium,0.02,168
Gen3,3,24,0.012989205340844488,0.10431704220936541,0.08792077883671492,0.018534750008257106,Medium,0.02,168
BE,-1,24,0.0005124236843176403,0.2705715126838171,0.19619461673838373,0.00831737500266172,Medium,0.02,168
Gen1,1,24,0.01115635705132568,0.09604285597333012,0.06558731212064514,0.01758162501209881,Medium,0.02,168
Gen2,2,24,0.012139213624958537,0.11014824155278229,0.07852067241387578,0.018976209001266398,Medium,0.02,168
Gen3,3,24,0.013018083783173366,0.12565675884367597,0.08878707406375945,0.02055908300098963,Medium,0.02,168
BE,-1,24,0.0005259815591063531,0.42667567009596113,0.23085469058984184,0.00854599999729544,Medium,0.02,168
Gen1,1,24,0.014458398008922579,0.13779056039227625,0.07169903860712987,0.0166923329961719,Medium,0.02,168
Gen2,2,24,0.015203265049917663,0.17798572040892008,0.09042313616600671,0.01749533299880568,Medium,0.02,168
Gen3,3,24,0.015781899368128204,0.19824633755937307,0.10095424463737124,0.017355999996652827,Medium,0.02,168
BE,-1,24,0.0007865882209151199,0.3385976237024835,0.2232727503654391,0.008213459004764445,Medium,0.02,168
Gen1,1,24,0.018672922152529445,0.11930584693866829,0.07118355047173212,0.018930333011667244,Medium,0.02,168
Gen2,2,24,0.020875660615964214,0.13732053759906263,0.08325305310307006,0.017679083000984974,Medium,0.02,168
Gen3,3,24,0.022325109758462153,0.1540507462503371,0.0934501988366954,0.01993370900163427,Medium,0.02,168
BE,-1,24,0.0006137195893964457,0.3185999062974565,0.2565090660863119,0.009437833999982104,Medium,0.02,168
Gen1,1,24,0.0169936458636897,0.10517630666667405,0.09022738964493511,0.019284499998320825,Medium,0.02,168
Gen2,2,24,0.017776365850528154,0.12865329931022307,0.10850851940719007,0.019516707994625904,Medium,0.02,168
Gen3,3,24,0.018442482788639913,0.1468419252408727,0.1222484060410688,0.017179832997499034,Medium,0.02,168
BE,-1,24,0.0005427374244554448,0.3566575775373523,0.33950308788463995,0.009467416995903477,Medium,0.02,168
Gen1,1,24,0.015871183675790337,0.09863772227332229,0.09352828796664814,0.019144416000926867,Medium,0.02,168
Gen2,2,24,0.016047281394245428,0.1338932480806579,0.11928702693020297,0.0201225000055274,Medium,0.02,168
Gen3,3,24,0.01644655330288781,0.15316494365280614,0.13616006881261838,0.017189624995808117,Medium,0.02,168
BE,-1,24,0.0005261069751593465,0.39628703047759284,0.2251878699845247,0.008250915998360142,Medium,0.02,168
Gen1,1,24,0.015116114215735962,0.1143888586971385,0.07026782064317649,0.01741079200292006,Medium,0.02,168
Gen2,2,24,0.01626998080763128,0.13144875819378896,0.08169710713071529,0.019925374988815747,Medium,0.02,168
Gen3,3,24,0.016756720932571627,0.1543693209670097,0.09326852577524823,0.01708954101195559,Medium,0.02,168
BE,-1,24,0.0005225237056320399,0.2329334623111196,0.223524864182451,0.007968916004756466,Medium,0.02,168
Gen1,1,24,0.016310538584008043,0.1047127858011611,0.0745251449933139,0.019259000007878058,Medium,0.02,168
Gen2,2,24,0.017068288998061693,0.1207714248430148,0.09011870704053339,0.025347083996166475,Medium,0.02,168
Gen3,3,24,0.017577412886013957,0.13075734075887582,0.10027326302929732,0.017594083008589223,Medium,0.02,168
BE,-1,24,0.0007551413259979754,0.3603715973703309,0.28559763392227705,0.009038958000019193,Medium,0.02,168
Gen1,1,24,0.014839030201679834,0.115781711014763,0.08496147589787637,0.019430792002822272,Medium,0.02,168
Gen2,2,24,0.01671251354203158,0.14092631712670545,0.10083091756875985,0.017173291998915374,Medium,0.02,168
Gen3,3,24,0.01825236638152222,0.16016360250532313,0.11468834574515269,0.021912915995926596,Medium,0.02,168
BE,-1,24,0.0005328764781482284,0.3743863200632762,0.21700142707622685,0.00986154199927114,Medium,0.02,168
Gen1,1,24,0.013041528755205907,0.10504741583787872,0.06525151120968181,0.01676637500349898,Medium,0.02,168
Gen2,2,24,0.013874361803272946,0.153354889615807,0.087037325479203,0.01806020800722763,Medium,0.02,168
Gen3,3,24,0.014659248112317164,0.17619509227486999,0.09867332257485081,0.017932374990778044,Medium,0.02,168
BE,-1,24,0.0006301412989466103,0.43678436507594454,0.26878074447278844,0.011531125011970289,Medium,0.02,168
Gen1,1,24,0.015526979100001384,0.1449067870989329,0.08271779726047358,0.017110083004808985,Medium,0.02,168
Gen2,2,24,0.017210486442987078,0.17371709389152898,0.10050353527632044,0.018736416997853667,Medium,0.02,168
Gen3,3,24,0.018272526981913145,0.19982202683494862,0.11462489652900089,0.021045750007033348,Medium,0.02,168
BE,-1,24,0.0006632269697845469,0.26511573929613785,0.22674940830184967,0.008437791999313049,Medium,0.02,168
Gen1,1,24,0.017809625772680644,0.09409897301731666,0.08166894939474172,0.017425375001039356,Medium,0.02,168
Gen2,2,24,0.019169501577039297,0.11700548893137978,0.0965002907330769,0.018472750001819804,Medium,0.02,168
Gen3,3,24,0.020120166631392888,0.1306294399738781,0.10746617165244488,0.017322542000329122,Medium,0.02,168
BE,-1,24,0.0005319155123798506,0.28508011557249635,0.2023233351532329,0.00976283400086686,Medium,0.02,168
Gen1,1,24,0.015615519445015515,0.10939968140408347,0.07615714686186703,0.018214290990727022,Medium,0.02,168
Gen2,2,24,0.016005074318878938,0.12862016421067904,0.08806421514371451,0.01679587499529589,Medium,0.02,168
Gen3,3,24,0.01651624052198064,0.1436642023223377,0.09803184478027205,0.018264207988977432,Medium,0.02,168
BE,-1,24,0.0006191351966407715,0.20578677257654174,0.1931799359000976,0.008635041987872683,Medium,0.02,168
Gen1,1,24,0.012788786875233552,0.07941289737478939,0.06465964175916074,0.018559457996161655,Medium,0.02,168
Gen2,2,24,0.014717788871485693,0.10001946423914353,0.07716199371925865,0.02371041699370835,Medium,0.02,168
Gen3,3,24,0.016079666306414213,0.11219309884488042,0.08662131399771059,0.022298457988654263,Medium,0.02,168
BE,-1,24,0.000549735149955955,0.3808239657634278,0.202917888078092,0.008821374998660758,Medium,0.02,168
Gen1,1,24,0.012709587537694498,0.09960125690160627,0.06115185000527875,0.017913084011524916,Medium,0.02,168
Gen2,2,24,0.013587859371144703,0.13547453027723855,0.07579612835021207,0.02019129200198222,Medium,0.02,168
Gen3,3,24,0.014245766017547061,0.15373970672654547,0.08503753388568411,0.022047958002076484,Medium,0.02,168
BE,-1,24,0.0006926888535358417,0.2606202978628926,0.18122443210861955,0.009457749998546205,Medium,0.02,168
Gen1,1,24,0.01782641874308273,0.08047395800196255,0.06065822112800781,0.017256625011214055,Medium,0.02,168
Gen2,2,24,0.019452256918044527,0.0975387155276003,0.07225255689574475,0.01674233299854677,Medium,0.02,168
Gen3,3,24,0.020729260193249142,0.11062730517632431,0.08082693188952995,0.017283374996623024,Medium,0.02,168
BE,-1,24,0.000669284089638396,0.31989709743625633,0.20808861026649725,0.008493499990436248,Medium,0.02,168
Gen1,1,24,0.013308441204450183,0.10259388892105618,0.06555946435262973,0.01948233399889432,Medium,0.02,168
Gen2,2,24,0.014906211909632526,0.11651374382027012,0.07684643527436023,0.01796537500922568,Medium,0.02,168
Gen3,3,24,0.016055504856731094,0.13391194172818655,0.08701602710252794,0.018259290998685174,Medium,0.02,168
BE,-1,24,0.0005721761222787726,0.2968016329105965,0.19680456237981342,0.009218959006830119,Medium,0.02,168
Gen1,1,24,0.012815804431231962,0.10780530426248229,0.06686349192136491,0.020650999998906627,Medium,0.02,168
Gen2,2,24,0.014240210460242946,0.13090200022503828,0.07913939550717887,0.024048624996794388,Medium,0.02,168
Gen3,3,24,0.01532302867812623,0.14763842108274233,0.08875443338300523,0.020613917004084215,Medium,0.02,168
BE,-1,24,0.0007404653193905461,0.27270128592768894,0.23719326548012337,0.008073207995039411,Medium,0.02,168
Gen1,1,24,0.021830550516830534,0.10791491608292485,0.08023059726639098,0.018753750002360903,Medium,0.02,168
Gen2,2,24,0.023555221412306614,0.126022051522641,0.09263332710821583,0.017481375005445443,Medium,0.02,168
Gen3,3,24,0.02415580179521168,0.1413122820866042,0.10488916843046016,0.018723166998825036,Medium,0.02,168
BE,-1,24,0.0005991237829887029,0.3039649845101521,0.20780883602024205,0.008527750003850088,Medium,0.02,168
Gen1,1,24,0.012453131918526615,0.10547539697715831,0.07163548517825621,0.018067417011479847,Medium,0.02,168
Gen2,2,24,0.014455575170589045,0.12752263742424885,0.0834821232184901,0.017574915997101925,Medium,0.02,168
Gen3,3,24,0.015543943495898372,0.14193174898818756,0.09301879545344904,0.022318167000776157,Medium,0.02,168
